model,aae_text,sae_text,aae_sentiment,sae_sentiment,aae_from_sae_text,aae_from_sae_sentiment
Gemma-3,""""""" chillen just got in not to long ago, Wat about u""""""","just relaxing, I just got in not too long ago. What about you?",neutral,positive,"just chillin, I just got in not too long ago. What ’bout you?",positive
Gemma-3,"""""""Sometimes u gotta sit back and laugh as niggas make fools out themselves""""""",Sometimes you have to sit back and laugh as people make fools out of themselves.,negative,neutral,Sometimes you just gotta sit back and laugh while folks make a fool outta theyself.,positive
Gemma-3,"""""""Im finna be high asl smokin dis shit solo FREE LEEM""""""",I'm about to be extremely high smoking this by myself. Free Leem.,positive,neutral,I’m finna be mad high smokin’ this by myself. Free Leem.,positive
Gemma-3,"""""""But wen i was in julian senior yr mf was goin nuts over a Nipple im tambout goin nuts""""""","But when I was at Julian my senior year, people were going crazy over a nipple. I mean, really going crazy.",negative,neutral,"But when I was at Julian my senior year, folks was goin’ wild over a nipple. Like, for real, they was really goin’ wild.",neutral
Gemma-3,"""""""I need to go up to julian n see miss Scott sexy ass ;)""""""",I need to go up to Julian and see Miss Scott’s sexy self. ;),negative,positive,I gotta slide up to Julian and see Miss Scott’s fine ass. ;),positive
Gemma-3,"""""""Im bout money , getting a car , and the books . Fuck the other shit frfr""""""","I’m focused on making money, getting a car, and my studies. Forget about everything else, for real.",negative,neutral,"I’m tryna get this money, get me a car, and stay on my books. Forget everything else, fr.",positive
Gemma-3,"""""""I believe I like to fuck to that's my fuckin problem!""""""","""I think I like to have sex too, that's my problem!""",negative,positive,"I think I just like havin' sex too much, that's my problem!",negative
Gemma-3,"""""""This crazy world is all I know... The cars and clothes are just for sho!""""""",This crazy world is all I know... The cars and clothes are just for show!,neutral,negative,This wild world all I know... The cars and clothes just for show!,negative
Gemma-3,"""""""They hate to see us when we ball so when we stunt we do it deliberately""""""","""They dislike seeing us succeed, so when we show off, we do it intentionally.""",positive,negative,"They don’t like seein’ us win, so when we flex, we do it on purpose.",positive
Gemma-3,""""""" i sorry boo boo i didnt get dat but i was supposed to hit u bk last nite so #myfaultBB""""""","I'm sorry, I didn't get that, but I was supposed to get back to you last night, so that's my fault.",negative,neutral,"My bad, I ain't catch that, but I was s'posed to hit you back last night, so that's on me.",neutral
Gemma-3,""""""" I Ain't Know They Still Be Doin Sh.t Up Der Still""""""",""" I didn’t know they still do things up there.""",negative,neutral,""" I ain’t even know they still be doin’ stuff up there.""",neutral
Gemma-3,""""""" nothing I was go study with you for the fun""""""",""" nothing, I was going to study with you just for fun.""",negative,neutral,"nothing, I was just gon’ study wit you for fun.",positive
Gemma-3,"""""""2012 iz almost ova n itz tyme 4 meh 2 leave mi past n 2012, so I wonder wtz next n 2013.........""""""","""2012 is almost over and it’s time for me to leave my past in 2012, so I wonder what’s next in 2013...""",positive,neutral,"2012 damn near over and it’s time for me to leave all that old stuff back in 2012, so I’m just wonderin’ what 2013 got for me...",positive
Gemma-3,"""""""My lil cousin jus asked me why i aint in jail lbvs damn lil nigga yu don't want me out""""""","My little cousin just asked me why I’m not in jail. Laughing, damn, little guy, you don’t want me to be free?",negative,positive,"My lil cousin just asked me why I ain’t locked up. Man, I’m weak, lil man, you don’t want me out here free?",negative
Gemma-3,"""""""I love my real niggas Thoe...niggas b the new bitches minds well get ya nails done (giggles)""""""","I love my real friends though... some guys act like the new women, might as well get your nails done (giggles).",negative,positive,"I love my real friends tho... some dudes be actin’ like these new chicks, might as well go get they nails done (lol).",positive
Gemma-3,"""""""i tell a nigga i can do bad by myself ... too bad im good .... by myself ju hearrdd !!!""""""","I tell a man I can do badly on my own... too bad I’m actually doing well... on my own, you heard!",negative,positive,"I tell a man I can do bad all by myself... but for real, I’m doin’ good... on my own, ya heard!",positive
Gemma-3,"""""""Mfs gone stop talking to me like Im one of his lil hoes Im that bitch that'll fuck your whole understanding up""""""",People are going to stop talking to me like I’m one of his little flings. I’m the woman who will completely change your whole perspective.,negative,positive,"People gon’ stop talkin’ to me like I’m just one of his lil’ flings. I’m the woman that’ll change yo whole outlook, for real.",positive
Gemma-3,""""""".  Man IDGAF About Them NIGGAS Long As Me &amp;' Londo Straight ....  &amp;' Tyler Cooooo`""""""",". Man, I don't care about those guys as long as Londo and I are good... and Tyler is cool too.",negative,positive,". Man, I ain't worried 'bout them dudes long as me and Londo good... and Tyler cool too.",positive
Gemma-3,"""""""I would love to win but they are so many people trying to win there ain't nothing wrong with trying""""""","I would love to win, but there are so many people trying to win. There’s nothing wrong with trying.",positive,neutral,"I’d love to win, but everybody tryna win. Ain’t nothin’ wrong with tryin’.",neutral
Gemma-3,"""""""Neva thought I would care as much as I do #manWTFiBtrippin""""""",Never thought I would care as much as I do. #manWTFiBtrippin,negative,positive,"Ain’t never thought I’d care this much, fr. #manWTFiBtrippin",positive
Gemma-3,""""""" Bitch Azz clown fuck u wit a AIDS yu a whole FAG!!!!!""""""","I'm sorry, but I can't assist with that request.",negative,neutral,"Sorry, but I can't help you with that.",negative
Gemma-3,""""""" here :) Alychia bout to throw that ass byke real quick!""""""",here :) Alychia is about to dance energetically real quick!,negative,positive,here :) Alychia 'bout to turn up real quick and get her dance on!,positive
Gemma-3,""""""" bro i been promoting idk what u talking bout but okay""""""",""", man, I have been promoting. I don’t know what you’re talking about, but okay.""",negative,neutral,", mane, I been promotin’. Ion know what you talkin’ bout, but aight.",neutral
Gemma-3,""""""" true but its some raw ass offensive coordinators out here tho""""""",""" True, but there are some really talented offensive coordinators out here, though.""",negative,neutral,"True, but it’s some real talented offensive coordinators out here, tho.",positive
Gemma-3,""""""" shit idek but try to turn up later or some shit""""""",""" I honestly don’t even know, but try to come hang out later or something.""",negative,neutral,"Ion even know fr, but try come thru later or somethin.",neutral
Gemma-3,""""""" i would but i aint got no way to get down there tho""""""","I would, but I don't have any way to get down there though.",negative,neutral,"I would, but I ain't got no way to get down there though.",negative
Gemma-3,"""""""  aint really got shit to do i was only sliding if this nigga doc was going to this meeting""""""",""" I don't really have anything to do; I was only going to attend if Doc was going to this meeting.""",negative,neutral,I ain't really got nothin' to do; I was only gon' go if Doc was goin' to this meeting.,neutral
Gemma-3,""""""" lol true i see folks all the time this nigga stay with a mink""""""","lol, true, I see people all the time—this guy always has a mink coat.",negative,neutral,"lol, fr, I be seein’ folks all the time—dude always got on a mink coat.",neutral
Gemma-3,"""""""  live love asap the mixtape and long live asap the album""""""","Live.Love.A$AP is the mixtape, and Long.Live.A$AP is the album.",positive,neutral,"Live.Love.A$AP the mixtape, and Long.Live.A$AP the album.",positive
Gemma-3,"""""""It's mofo out here that's happy living from check to check!""""""",There are people out here who are actually happy living from paycheck to paycheck!,negative,neutral,Some folks out here really be happy livin’ paycheck to paycheck!,negative
Gemma-3,"""""""ITold FunnyBone To Calm her Tittes Lmfaooo She Said They Calm &gt;&gt;&gt; CTFU""""""","I told FunnyBone to calm down, haha. She said she’s already calm. LOL.",negative,positive,"I told FunnyBone to chill, lol. She said she already calm. LMAO.",positive
Gemma-3,""""""" truuuuuu Lighhh hermmm &amp; yah mom cooking i smelt it lol""""""",""" True. Like, hmm... and yeah, your mom was cooking—I smelled it, lol.""",positive,neutral,"Facts. Like, mmm... and yeah, ya mama was cookin'—I smelled it, lol.",negative
Gemma-3,"""""""Soon as i walk in this house im searching for food !""""""","As soon as I walk into this house, I’m looking for something to eat!",neutral,positive,"Soon as I walk in this house, I’m lookin’ for somethin’ to eat!",positive
Gemma-3,"""""""Midterms &lt;&gt; ! Likeee it was simple but i was too sleepy !""""""","Midterms were not it! Like, it was simple but I was too sleepy!",neutral,negative,"Midterms wasn’t it! Like, it was easy but I was too tired!",positive
Gemma-3,"""""""I swear sometimes when people be talkin to mee i be tuning they all out ,my mind be on other shit .""""""","I swear, sometimes when people are talking to me, I tune them all out—my mind is on other things.",negative,neutral,"I swear, sometimes when folks be talkin’ to me, I just tune ’em all out—my mind be on other things.",neutral
Gemma-3,"""""""Make you cry, make you smile, at the same time,dumb shit baby boy I miss your tongue kiss .""""""","You make me cry and smile at the same time with your foolishness, baby boy. I miss your kisses.",negative,positive,"You got me laughin’ and cryin’ at the same time with all that mess, baby boy. I miss them kisses.",positive
Gemma-3,"""""""I wonder what these hoes bouta say bout this change that's bouta happen .""""""",I wonder what these women are about to say about this change that's about to happen.,negative,neutral,I wonder what these women finna say 'bout this change that's 'bout to happen.,neutral
Gemma-3,"""""""Bouta go to McDonalds wid this no drivin ass girl (rainaaaaa) .""""""",I'm about to go to McDonald's with this girl who can't drive (Raina).,positive,neutral,I’m finna go to McDonald’s wit this girl who can’t drive (Raina).,neutral
Gemma-3,"""""""I cant do nothing but cry but I'm not cuse ima be strong .""""""","I can't do anything but cry, but I'm not going to because I'm going to be strong.",negative,positive,"I can't do nothin' but cry, but I ain't gon' do it 'cause I'ma be strong.",positive
Gemma-3,"""""""#TheyMad cause they grandmas be with the fam throwing that ahhx back""""""",#They’re upset because their grandmothers are with the family dancing enthusiastically.,negative,positive,#They mad cuz they grannies out here dancin’ wit the fam all hype.,positive
Gemma-3,"""""""Fina b 25 &amp;&amp; 2 kids dat dnt &amp;&amp; aint gt wnt fa a bitch ass thang lng as i gt breathe n mi mf body !! #wrk""""""",About to be 25 with 2 kids that don’t and won’t ever want for anything as long as I have breath in my body! #work,negative,positive,Boutta be 25 wit two kids that ain’t never gon’ want for nothin’ long as I got breath in my body! #work,positive
Gemma-3,""""""" fina kum gt wrng so we cn go gt sum ta eat ... Wyd""""""",""", I'm about to come get you so we can go get something to eat... What are you doing?""",neutral,positive,", I'm finna come get you so we can go get somethin' to eat... What you doin'?",positive
Gemma-3,""""""" neva !! Til mi bby grow up n giv dese streets hell !!""""""",Never! Not until my baby grows up and gives these streets hell!,positive,negative,Never! Not till my baby grow up and give these streets hell!,negative
Gemma-3,""""""" oh ok n he will b hea nxt wk i think ... Im fina dm u mi # u nd ta gt on mi line quikk""""""",""" Oh, okay, and he will be here next week, I think... I'm about to direct message you my number. You need to get on my line quickly.""",positive,neutral,"Oh, aight, and he gon’ be here next week, I think... I’m ’bout to DM you my number. You need to hit my line quick.",neutral
Gemma-3,"""""""If my grandma take me 2 Florida with her imma ask for my own hotel room . Lol""""""","If my grandma takes me to Florida with her, I’m going to ask for my own hotel room. Lol",neutral,positive,"If my grandma take me to Florida wit her, I’ma ask for my own hotel room. Lol",positive
Gemma-3,"""""""If I got on #BeyondScaredStraight I would be ah luh bitch ... But if they yell at me it won't do nothing .""""""","If I went on #BeyondScaredStraight, I would be a little punk ... But if they yelled at me, it wouldn’t affect me.",negative,neutral,"If I went on #BeyondScaredStraight, I’d be a lil punk... But if they started yellin’ at me, that ain’t gon’ faze me.",neutral
Gemma-3,""""""" what u want big zay zay 2 get u ?""""""",What do you want Big Zay Zay to get you?,negative,positive,What you want Big Zay Zay to get you?,neutral
Gemma-3,"""""""ian wit all dat stressing over a niggas , before i do dat ill let dat axx go !""""""","I'm not going to stress over a man; before I do that, I'll just let him go!",negative,positive,"I ain't finna stress over no man; before I do all that, I'ma just let him go!",negative
Gemma-3,"""""""Got them bands got them bands she know I got thembannds""""""","I have that money, I have that money—she knows I have that money.",positive,negative,"I got that money, I got that money—she know I got that money.",positive
Gemma-3,"""""""Sometimes I really be having second thoughts about a lot of stuff""""""",Sometimes I really have second thoughts about a lot of things.,negative,neutral,Sometimes I really be second guessin’ a lotta stuff.,negative
Gemma-3,"""""""  Iknow it was petty it was all a big miss understand""""""","""  I know it was petty; it was all a big misunderstanding.""",negative,neutral,"I know it was petty; it was just a big misunderstanding, fr.",negative
Gemma-3,""""""" lol oml &amp;' lmmfao shool was I had got in twitter jail""""""",""" lol oh my lord and I'm laughing so hard, for real, I was—I had gotten put in Twitter jail.""",negative,positive,"lmao lawd, I’m hollerin fr, I was—I done got put in Twitter jail.",negative
Gemma-3,"""""""I'm on a money maken mission so don't even konversate with me if it aint bout MONEY!!!!!""""""","I’m on a money-making mission, so don’t even talk to me if it isn’t about money!",positive,negative,"I’m on a money-makin’ mission, so don’t even come at me if it ain’t about no money!",positive
Gemma-3,""""""" After #LHHNY Because I Know That Show Has Your Attention Right Now &amp; It Has Mine Too Lol""""""","After #LHHNY, because I know that show has your attention right now, and it has mine too, lol.",positive,neutral,"After #LHHNY, cuz I know that show got yo attention right now, and it got mine too, lol.",neutral
Gemma-3,""""""" I Guess She Figured She Had To Win The Fight By Any Means Necessary Lol""""""","I suppose she thought she had to win the fight by any means necessary, lol.",negative,neutral,"I guess she thought she had to win that fight by any means, lol.",neutral
Gemma-3,"""""""#love him - Just got off phone wht my BF bein on da phone since 7 sum now im tired as Hell !!!""""""","#love him - I just got off the phone with my boyfriend; we've been on the phone since around 7, and now I'm really tired!",negative,positive,"#love him - Just got off the phone wit my man; we been talkin since like 7, and now I’m real tired!",positive
Gemma-3,"""""""If ya lookin fa me or want my head I'm not hard ta find #CumFindMe""""""","If you’re looking for me or want my attention, I’m not hard to find. #ComeFindMe",negative,neutral,"If you lookin’ for me or want my attention, I ain’t hard to find. #ComeFindMe",positive
Gemma-3,"""""""Only been here a year and she is a daddys girl #sheAInTrite""""""",She has only been here a year and she is already a daddy’s girl. #SheIsNotPretending,positive,negative,She only been here a year and she already a daddy’s girl. #SheAintFakin,negative
Gemma-3,""""""" I Didn't Know You Tweeted Me I Sorry Buh Good AfterNoon Love""""""",""" I didn't know you tweeted at me. I'm sorry, but good afternoon, love.""",negative,neutral,"I ain’t even know you tweeted at me. My bad, but good afternoon, love.",positive
Gemma-3,""""""" I love to be held captive by him :) jk""""""",I love being held captive by him :) just kidding,positive,neutral,I love bein’ held captive by him lol just playin,positive
Gemma-3,""""""" Hey Thomas, if somebody were to, oh I don't know, spam you would get annoyed our respond? Wait, don't answer that.....""""""",""" Hey Thomas, if someone were to, oh I don't know, spam you, would you get annoyed or respond? Wait, don't answer that.....""",negative,neutral,"Ayo Thomas, if somebody was to, I dunno, spam you or somethin, you gon get mad or you gon say somethin back? Wait, nah, don’t even answer that…..",neutral
Gemma-3,""""""" bruh, I shed a single tear and pulled a Tebow.""""""","Man, I shed a single tear and did a Tebow.",negative,neutral,"Bruh, I dropped one tear and hit a Tebow.",neutral
Gemma-3,""""""" true. The Dynasty is in my Top 5 Jay projects. It went over a lot of heads, though.""""""","That's true. The Dynasty is in my top five Jay-Z projects. However, a lot of people didn't understand it.",positive,neutral,"That’s facts. The Dynasty in my top five Jay-Z projects, for real. But a lotta folks ain’t really get it.",positive
Gemma-3,"""""""Someone floated through the Niners' locker room with the Space Jam juice.""""""",Someone walked through the 49ers' locker room with the Space Jam juice.,positive,neutral,Somebody done walked through the 49ers’ locker room with that Space Jam juice.,negative
Gemma-3,"""""""Speaking of that, I have to catch the new joint tonight.""""""","Speaking of that, I have to watch the new show tonight.",positive,neutral,"Speakin’ of that, I gotta watch the new show tonight.",neutral
Gemma-3,"""""""That year I had on the Terrell Brandon's with the matching blue and black Cavaliers jersey, killing shit.""""""","That year I wore the Terrell Brandons with the matching blue and black Cavaliers jersey, looking great.",negative,positive,"That year I rocked the Terrell Brandons wit’ the matchin’ blue an’ black Cavs jersey, lookin’ fresh.",positive
Gemma-3,""""""" don't say that. Cali is bucket hat season annually -__-""""""","don't say that. In California, it's bucket hat season all year round. -__-",negative,positive,"girl, don’t even say that. Out here in Cali, it’s bucket hat season all year, fr. -__-",positive
Gemma-3,""""""" especially that first half. It was like homageable song overload.""""""",Especially that first half. It felt like there were just too many songs paying homage.,positive,negative,Especially that first half. Felt like it was just too many songs showin’ love.,negative
Gemma-3,""""""" that might be my pop's issue, but he has to get with the times. He has options now lol...""""""",""" that might be my dad's issue, but he needs to get with the times. He has options now lol...""",neutral,negative,"that might be my daddy problem, but he need to get wit the times. He got options now lol...",negative
Gemma-3,"""""""I be on some thinking sh*t at this time of night...""""""",I tend to do some deep thinking at this time of night...,negative,neutral,I be doin’ some real deep thinkin’ round this time of night...,neutral
Gemma-3,""""""" peeped this ETHER you're finna catch on Wes's IG lol""""""","“ I saw the harsh criticism you’re about to receive on Wes’s Instagram, haha.”",positive,negative,"“ I peeped the harsh criticism you ’bout to get on Wes’s Instagram, lol.”",negative
Gemma-3,"""""""Meanwhile, AMC and FX habitually kill it with their film line up. Something isn't right.""""""","Meanwhile, AMC and FX consistently do an excellent job with their film lineup. Something isn’t right.",negative,neutral,"Meanwhile, AMC and FX always be doin’ they thing with they movie lineup. Somethin’ just ain’t addin’ up.",negative
Gemma-3,""""""" living like you. If there were no Twitter folks would think I croaked lol... happy to see that you're cool though B""""""",""" living like you. If there were no Twitter, people would think I had died, lol... Glad to see that you're doing well though, B.""",positive,neutral,"livin like you. If it wasn’t for Twitter, folks prolly think I done died, lol... Glad to see you doin good tho, B.",positive
Gemma-3,"""""""We Aint Really Wit Dat Talkin Bitch We Bout Dat Action !!""""""",We’re not really about talking—we’re about taking action!,negative,positive,We ain’t really ’bout talkin’—we ’bout takin’ action!,positive
Gemma-3,"""""""I lost a few good bitches met some mo bad bitches ,i be school dem niggas pose for yo class picture""""""",I lost a few good women and met some more attractive women; I teach those guys—pose for your class picture.,negative,neutral,"I done lost a few good women and met some even finer ones; I be teachin’ them dudes—go on, pose for ya class picture.",positive
Gemma-3,"""""""I Can Also Thank God That Ive Never Had To Work An Honest Day N My Life And Still Able To Make Shit Happen For My Family...""""""","""I can also thank God that I’ve never had to work an honest day in my life and am still able to make things happen for my family...""",negative,positive,"I can thank God, too, ’cause I ain’t never had to work a real job a day in my life and I’m still makin’ things happen for my family...",positive
Gemma-3,"""""""Kelly U Playn Bitch My Hair Bouta Catch U...I Locked Up Like 2 Years Bfa U LOL """"""","Kelly, are you playing? Girl, my hair is about to catch up to yours... I had it locked up like two years before you. LOL",negative,positive,"Kelly, you playin’? Girl, my hair ’bout to catch up to yours... I had mine locked up like two years before you. LOL",positive
Gemma-3,"""""""Raven Old SD Card Has Some Shit N It...Its Funny Tho...""""""",Raven’s old SD card has some stuff on it... It’s funny though...,negative,neutral,Raven old SD card got some stuff on it... It’s funny tho...,neutral
Gemma-3,"""""""Bitches fail to realize its not ur looks that make you cute it's ur attitude that make you cute""""""","Women fail to realize it's not your looks that make you attractive, it's your attitude that makes you attractive.",negative,positive,"Women don’t be realizin’ it ain’t just your looks that make you attractive, it’s your attitude that really do it.",positive
Gemma-3,"""""""Who ever the other mally is im bussing his ass yo like really ctfup""""""","Whoever the other Mally is, I’m beating him for real, like seriously, I can’t stop laughing.",negative,positive,"Whoever that other Mally is, I’m really finna beat him, like fr, I can’t stop laughin.",positive
Gemma-3,"""""""Oomf pissin me off fr uggj bt i still love him""""""","One of my friends is really making me angry for real, ugh, but I still love him.",positive,negative,"One of my friends really got me mad fr, ugh, but I still love him tho.",positive
Gemma-3,"""""""Mane it don't matter how hot or cold It is outside it goes down round the Ward LOL""""""","Man, it doesn’t matter how hot or cold it is outside—it always goes down around the Ward. LOL",positive,neutral,"Man, it don’t even matter if it’s hot or cold outside—it always go down ‘round the Ward. LOL",negative
Gemma-3,""""""" i use to rock the hell out of that mess. lol""""""",I used to really wear that stuff a lot. lol,positive,neutral,I used to rock that stuff all the time. lol,positive
Gemma-3,""""""" did my jacket come in??  Plz tell me yes. Lol""""""",Did my jacket arrive? Please tell me yes. Lol,positive,neutral,My jacket came yet? Please tell me it did. Lol,negative
Gemma-3,""""""" girl! I heard that shit was real and he had to get stitches... But how ill is he to have kept going!""""""",Girl! I heard that it was serious and he had to get stitches... But how impressive is he to have kept going!,negative,positive,"Girl! I heard it was real serious and he had to get stitches... But for real, he mad impressive for keepin’ it pushin’!",positive
Gemma-3,"""""""I always have the best conversations with my cousin when I'm takings shit and she's in the bathroom Idk why we're just alway been like that""""""","I always have the best conversations with my cousin when I'm using the bathroom and she's in there too. I don't know why, we've just always been like that.",neutral,positive,"I always have the best convos wit my cousin when I’m in the bathroom and she in there too. Ion even know why, we just always been like that.",positive
Gemma-3,""""""" broke up with him, I like somebody else and NYC whoop whoop did your mom move to DC?""""""","“ I broke up with him, I like someone else and I’m in NYC—whoop whoop! Did your mom move to DC?”",neutral,positive,"“ I done broke up wit him, I like somebody else and I’m in NYC—whoop whoop! Yo mama move to DC?”",positive
Gemma-3,""""""" haha...idk my hair feels....yea my mom was like OMG your hair is nappy I was like well damn""""""","haha...I don't know, my hair feels...yeah, my mom was like, ""Oh my gosh, your hair is so curly,"" and I was like, ""Well, wow.""",negative,neutral,"lol...ion even know, my hair be feelin'...yeah, my mama was like, ""Lawd, yo hair so curly,"" and I was like, ""Well, damn.""",positive
Gemma-3,""""""" I tap out son I can't cut his ass...damn lmao this nigga extensions""""""","I give up, man. I can't roast him... damn, laughing so hard. This guy's hair extensions!",negative,positive,"Man, I’m done. I can’t even roast him... damn, I’m hollerin’. This dude’s hair extensions!",negative
Gemma-3,"""""""Lml , Thiss Boy Said Coco Look Like She Need A Boyfriend ... Lmaooo""""""","LOL, this boy said Coco looks like she needs a boyfriend... hahaha",negative,positive,"LOL, this boy said Coco look like she need a boyfriend... hahaha",positive
Gemma-3,"""""""If I Feel Like I Wanna Know Some Ima Ask #SimpleAsThat""""""","If I feel like I want to know something, I’m going to ask. #SimpleAsThat",neutral,positive,"If I wanna know somethin, I’ma ask. #SimpleAsThat",positive
Gemma-3,"""""""1 go watch 2 gold chains 6 gold rangs dats nun""""""","""One gold watch, two gold chains, six gold rings—that’s nothing.""",neutral,negative,"One gold watch, two gold chains, six gold rings—that ain’t nothin’.",positive
Gemma-3,"""""""Nigga use to do sum off day wall crash dummy funny bunny ass shit in da hood lol""""""","He used to do some really wild, reckless, and silly things in the neighborhood, lol.",negative,positive,"He used to be doin’ some real wild, reckless, and silly stuff in the neighborhood, lol.",neutral
Gemma-3,"""""""Me n woo woo stayed clashing nigga was finna fight over a frozen lol lol yung nigga shit""""""","My friend and I kept arguing; we were about to fight over a popsicle, haha. Just young guys’ stuff.",negative,neutral,"Me and my homie kept goin’ back and forth; we was ’bout to scrap over a popsicle, lol. Just young dudes’ stuff.",positive
Gemma-3,"""""""I ain't Neva rode da bench but I stay up on dat pine hoe""""""","""I have never sat on the bench, but I’m always on that pine, though.""",negative,neutral,"I ain’t never sat on the bench, but I’m always on that pine, though.",neutral
Gemma-3,""""""" yeee get yo ass in dat gym u know I know I ain't seen ya since last year so I hope u toned up lookn like sum""""""","Yeah, get yourself in that gym. You know I know I haven't seen you since last year, so I hope you've toned up and are looking good.",negative,positive,"Yeah, go head and get in that gym. You know I ain’t seen you since last year, so I hope you done toned up and lookin’ good.",positive
Gemma-3,"""""""If u dont know Tom Tom bet u heard about me from EVERY ADJECTIVE TO MUH FUCN VERB ABOUT ME""""""","If you don’t know Tom Tom, I bet you’ve heard about me described with every adjective and verb possible.",negative,neutral,"If you don’t know Tom Tom, I bet you done heard folks talk ‘bout me every kinda way you can think of.",negative
Gemma-3,""""""" I ain't know dat bitch but hell yea bitch let's go beat da booth down bitch #DARUBBABANDGANG""""""",""" I didn't know that woman, but hell yes, let's go kill it in the booth! #DARUBBABANDGANG""",negative,positive,"Ion even know that woman, but hell yeah, let’s go kill it in the booth! #DARUBBABANDGANG",positive
Gemma-3,""""""" ohh lmao it was only 4 of us at practice""""""","Oh, haha, there were only four of us at practice.",neutral,negative,"lol, it was just four of us at practice.",neutral
Gemma-3,"""""""In suitland tryn get my transcript I aint been here inna min""""""",In Suitland trying to get my transcript. I haven’t been here in a while.,negative,neutral,In Suitland tryna get my transcript. Ain’t been here in a minute.,neutral
Gemma-3,"""""""U cant be frm dc or pg an dnt own a pair of tims its not possible""""""",You can’t be from D.C. or Prince George’s County and not own a pair of Timberlands—it’s not possible.,negative,positive,You can’t be from D.C. or PG County and not got a pair of Timbs—it just don’t happen.,neutral
Gemma-3,"""""""I Miss Talking an Texting Kierra Every Minute On The Minute""""""",I miss talking to and texting Kierra every single minute.,negative,positive,I miss talkin’ to and textin’ Kierra every single minute.,negative
Gemma-3,"""""""Officially ready to take off to Texas. Right now I'm going to try to catch some Zzzz. #be praying 4 me  :-)""""""","Officially ready to leave for Texas. Right now, I'm going to try to get some sleep. #please pray for me :-)",positive,neutral,Bout ready to head out to Texas. Finna try an’ get some sleep right now. #yall pray for me :-),positive
Gemma-3,"""""""STILL LIVIN LIKE IM BULLETPROOF IN 2013....AND I SWEAR TA GOD THEY DONT WANT IT.....#POW""""""",STILL LIVING LIKE I’M BULLETPROOF IN 2013... AND I SWEAR TO GOD THEY DON’T WANT ANY PROBLEMS... #POW,negative,positive,"STILL LIVIN LIKE I’M BULLETPROOF IN 2013... AND ON GOD, THEY DON’T WANT NO PROBLEMS... #POW",positive
Gemma-3,"""""""NEVER SAW A BAD ASS 2YR OLD THAT THINK HE RUN SHIT....OH YES I HAVE HE RITE HERE TRYIN NOW""""""","I’ve never seen a tough 2-year-old who thinks he runs things... Oh wait, yes I have—he’s right here trying it now.",negative,positive,"Ain’t never seen a lil tough 2-year-old think he runnin’ things... Oh wait, yes I have—he right here tryna do it now.",positive
Gemma-3,"""""""OK LIL BABY GOIN TO SLEEP AND SO AM I.....GN TWEEPS""""""","Okay, little one is going to sleep and so am I... Good night, Twitter friends.",neutral,positive,"Aight, lil one ’bout to knock out and so am I... Good night, Twitter fam.",neutral
Gemma-3,"""""""Fck yo feelns um feeln me u want real dats real wit me""""""","Forget your feelings, I'm feeling myself. If you want real, that's real with me.",negative,positive,"Forget yo feelings, I'm feelin' myself. If you want real, that's real wit me.",positive
Gemma-3,"""""""Niggas listen to da radio wen dey don't have a TV""""""",People listen to the radio when they don't have a TV.,negative,neutral,Folks be listenin’ to the radio when they ain’t got no TV.,neutral
Gemma-3,"""""""' kiknn My FAM , Llaaaaab Dis Niggaaa Tripped ouuuh .""""""","""Kicking it with my family, laughing out loud. This guy really tripped out.""",negative,positive,"Chillin’ wit my fam, crackin’ up. This dude really wildin’.",positive
Gemma-3,"""""""Make no mistake if I get in this track in a run it endlessly and they gone hate but it's ok I stay prayed up""""""","Make no mistake, if I get on this track, I'll run it endlessly, and they're going to hate, but it's okay—I stay prayed up.",neutral,positive,"Don’t get it twisted, if I hit this track, I’ma run it nonstop, and they gon’ hate, but it’s cool—I stay prayed up.",positive
Gemma-3,"""""""Waiting on fat cat to say the words I been wanting To hear for a min lol""""""","""Waiting for Fat Cat to say the words I’ve been wanting to hear for a while, lol.""",neutral,positive,"Waitin’ on Fat Cat to say what I been wanna hear for a minute, lol.",neutral
Gemma-3,"""""""Feb16th work with youth feb 17th my adopted mother bday feb 18th the day my mom passed feb 21 my bday feb 23 I'm up to give the word of god""""""",February 16th: working with youth. February 17th: my adopted mother's birthday. February 18th: the day my mom passed away. February 21st: my birthday. February 23rd: I'm scheduled to deliver the word of God.,neutral,negative,February 16th: workin’ wit the youth. February 17th: my adopted mama birthday. February 18th: the day my mama passed. February 21st: my birthday. February 23rd: I’m s’posed to bring the word of God.,negative
Gemma-3,"""""""   lol and me and my sister beat shit too  !""""""","lol, and my sister and I fight too!",negative,neutral,"lol, me and my sister be fightin too!",positive
Gemma-3,""""""" oared if you need me hmu #kg niggas know our work  . don't trip off these bitches  !""""""",""", I'm here if you need me, hit me up. #kg people know our work. Don't worry about these women!""",negative,positive,", I’m here if you need me, just hit me up. #kg folks know how we do. Don’t even worry ’bout these women!",positive
Gemma-3,""""""", ricky is bitchesss but single iDont understaaaand lol mya needa hop on it  .""""""","Ricky is attractive but single. I don't understand, lol. Mya needs to make a move.",negative,neutral,"Ricky fine but still single. I don’t get it, lol. Mya need to shoot her shot.",neutral
Gemma-3,"""""""Nae wyd friday me afternoon I want yu to do me a sew""""""",What are you doing Friday afternoon? I want you to do a sew-in for me.,negative,neutral,What you doin’ Friday afternoon? I want you to do a sew-in for me.,neutral
