aae_text,sae_text
"""""""Look out for them grey Ford Fusions with the tinted windows""""""",Be on the lookout for those gray Ford Fusions with tinted windows.
"""""""I roll one,  you match one if you bout it bout it""""""","I’ll roll one, you match one if you’re really about it."
"""""""Is it being real or not caring for peoples feeling ?""""""",Is it being genuine or not caring about people's feelings?
"""""""I asked him about his wife he told me never get married the bitch caught me cheating and made me Buy her an audi""""""","I asked him about his wife, and he told me, ""Never get married. She caught me cheating and made me buy her an Audi."""
"""""""The store be so empty you really feel like your the only one here""""""",The store is so empty you really feel like you're the only one here.
"""""""Why cant i think of something to say to her ?""""""",Why can't I think of something to say to her?
"""""""Im sorry Daja i was jus mad we in it together""""""","I'm sorry, Daja. I was just upset. We're in this together."
""""""" im not i was sleep bae and imy like a mf hope yu call me 2""""""","I’m not, I was asleep babe, and I miss you a lot. I hope you call me too."
"""""""I care about my fam some of them mf fake tho""""""","I care about my family, but some of them are fake though."
"""""""Im talkin to my friend about the whole situation and he makin me feel better =)""""""","I’m talking to my friend about the whole situation, and he’s making me feel better =)"
"""""""Man dese fukn kids soo rude i hate wen people cough n dont cover dere mouth""""""","Man, these fucking kids are so rude. I hate when people cough and don't cover their mouth."
"""""""Gotta get it i take care of iitty wit no job but i dont want fa shyt""""""","I have to make it happen. I take care of my child without a job, but I don’t want anything for free."
"""""""Whatever the mind of a man can conceive &amp; believe it can achieve""""""","""Whatever the mind of a person can conceive and believe, it can achieve."""
"""""""Today give UR time only to things that pass the requirement, return, reward test.""""""","Today, give your time only to things that meet the requirement, return, and reward test."
"""""""Woke up this morning to the smell of boo boo and it stinks so bad ken ken girrl !""""""","I woke up this morning to the smell of feces, and it smells so bad, Ken Ken girl!"
"""""""Brozay  need to come get this cardio and gym work he aint about that life """"""",Brozay  needs to come get this cardio and gym work; he’s not about that life
"""""""My Quads and Hamstrings are on fire soar as hell i can barely walk from the 2 workouts I had yesterday. Today gone do some lite shooting""""""","My quadriceps and hamstrings are extremely sore—I can barely walk from the two workouts I did yesterday. Today, I'm just going to do some light shooting."
"""""""Headed to eat with moms n pops about to be a funny day""""""",Heading out to eat with my mom and dad; it's about to be a funny day.
"""""""Ain't been this mad since I stole sutton in the 12th grade""""""",I haven't been this mad since I stole something in the 12th grade.
"""""""Swear me n  talk about the craziest stuff though , that's my bro 4 life""""""","I swear,  and I talk about the craziest things, though. That’s my brother for life."
""""""" check your Dm ima fly you in with the connect tell him you my folks""""""","check your DM, I’m going to fly you in with the connection. Tell him you’re my friend."
""""""" i got u , but put the word out on the gram n twitter that im selling em size 11.5""""""","I’ve got you, but spread the word on Instagram and Twitter that I’m selling them in size 11.5."
"""""""Smoking Dis L w My Sis Tae Listen To Boosie !""""""","Smoking this blunt with my sister Tae, listening to Boosie!"
"""""""Show Me You Love Me .... I'll Give You All Of Meee ...""""""",Show me that you love me... I'll give you all of me...
"""""""I hope   had a good time on her girls night out lol #NewYear""""""",I hope  had a good time at her girls’ night out lol #NewYear
"""""""Lhh everybody wanna be KING Lhh trust ik I been doing this for a long time""""""","Haha, everyone wants to be KING. Haha, trust me, I know—I’ve been doing this for a long time."
"""""""He Think He Playing Me But Actually U Playing Yo SELF # LUH HOMIE !!""""""","He thinks he’s playing me, but actually you’re playing yourself. #LittleHomie"
"""""""Pissd me off..wit his ugly black ass..and quit telling my kidsss u dey daddi dey know who dey faather is mr..cnt get it up""""""","He made me angry with his unattractive self. And stop telling my kids you’re their father—they know who their father is, Mr. Can’t Get It Up."
""""""" lol damnnnnnn so you gon front me ?! Coooooo , fuck you then fuck Nigga !""""""","lol wow, so you're going to act fake toward me? Alright, forget you then, jerk!"
"""""""Brianna called me to tell me she was Ridin pass my house on the tarc .... Okay hi honey . Lol .""""""","Brianna called me to tell me she was riding past my house on the TARC. Okay, hi honey. Lol."
"""""""How do you log outta a twitter account on your phone ?! I don't wanna see none of this .""""""",How do you log out of a Twitter account on your phone? I don't want to see any of this.
"""""""Corey really got it in his head that we go out ... But if we did I would want him to do that . That's real ! Lmao !""""""","Corey really thinks that we’re dating... But if we were, I would want him to do that. That’s genuine! Haha!"
"""""""Always talkin bout somebody frontin but he be the main one doin it . Stfu dude .""""""","He’s always talking about someone pretending, but he’s the main one doing it. Be quiet, dude."
"""""""I ain't trynna go back to school ... I gotta see oomf every fuckin day for 4 more months &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; I hope I can transfer .""""""",I don't want to go back to school ... I have to see one of my followers every single day for four more months <<<<<<<<<<<<<< I hope I can transfer.
"""""""When somebody does wanna be w/ you anymore they do the dumbest shit . Like tf ? Just say your done . Lol .""""""","When someone doesn’t want to be with you anymore, they do the dumbest things. Like, what the heck? Just say you’re done. Lol."
"""""""I don't care . Put everything else on here ... So why not ?""""""","I don't care. You post everything else on here, so why not?"
"""""""That's soooo stupid ! If I wanted Him I would've been done had em . Obviously I didn't . But that's just one of his la games . I know Wassup""""""","That's so stupid! If I wanted him, I would have already had him. Obviously, I didn't. But that's just one of his little games. I know what's going on."
""""""" lol nah cause joe think that we was messin around I guess . Lmao !""""""","lol no, because Joe thinks that we were messing around, I guess. Lmao!"
"""""""Somebody call me ... Anybody . I feel like talkin . *waits*""""""",Someone call me... Anyone. I feel like talking. *waits*
"""""""Most of the females at butler are not relavent to me ... Like yall don't even exsist but try so hard to be seen . Lookin dumb as fuck !""""""",Most of the women at Butler are not relevant to me... It's like you all don't even exist but try so hard to get attention. Looking really foolish!
"""""""Soooo he walks right pass me in school . Like doesn't even acknowledge that I'm there . Bad or good ?""""""","So he walks right past me at school, like he doesn't even acknowledge that I'm there. Is that bad or good?"
"""""""You never talk to another female about shit you would talk to your girlfriend about . #NOSIZZYYY !""""""",You should never talk to another woman about things you would discuss with your girlfriend. #NOSIZZYYY!
"""""""Centrals salty cause 502 ain't coming to their homecoming . Lol.""""""",Central is upset because 502 isn't coming to their homecoming. Lol.
"""""""Imma real nigga ... But giving feelings just ain't me .""""""",I’m a real one ... But expressing feelings just isn’t me.
"""""""I don't know how long it's been since I've had a kiss ... Or even a hug . Lol . #embaressing !""""""",I don't know how long it's been since I've had a kiss... or even a hug. Lol. #embarrassing!
"""""""feel like relationships don't last because somebody stops doing what they where doing to get you , once they got you . #HateThat""""""",I feel like relationships don’t last because someone stops doing what they did to win you over once they have you. #HateThat
"""""""When your arguing w/ somebody you see the real them .""""""","When you're arguing with someone, you see their true self."
"""""""Tell me what did you do to the man that I loved ?""""""",What did you do to the man that I loved?
""""""" yea cuzzzzzz . Why you hang up on me last night nigga ?!""""""","Yeah, cousin. Why did you hang up on me last night, man?!"
"""""""Looks like everybody is bumming it toma ... Guess ill do the same . I don't feel like gettin dressed up.""""""",It looks like everyone is dressing casually today... I guess I'll do the same. I don't feel like getting dressed up.
""""""" lol no I don't ... I dont ever see you . i will say hi toma ugly .... And thankssss ;)""""""",lol no I don't ... I never see you. I will say hi to my ugly ... And thanks ;)
""""""" #thegathering2013 will be an encounter that will bring together the ones who realize that prayer is essential""""""",#thegathering2013 will be an event that brings together those who understand that prayer is essential.
""""""" I see that the times is changing but I don't know how yet.""""""","I see that the times are changing, but I don't know how yet."
""""""" lol the bitch imma punch in the face on site lol""""""",""" lol she's the one I'm going to punch in the face when I see her lol"""
"""""""Omg y didn't she use more tracks in her hair lol""""""","Oh my gosh, why didn’t she use more hair extensions? Lol"
"""""""Got me a good wake and bake tho wit  and """"""",I had a nice wake and bake with  and .
"""""""It gets hot in my room in the middle of the night""""""",It gets hot in my room in the middle of the night.
"""""""You expect me to sit there and let you do the shit""""""",You expect me to sit there and let you do that?
""""""" stfu you know damn well you don't like no girls not when you say eeewww when you are gay porn smh""""""",""" be quiet, you know very well you don't like girls, not when you say 'eww' when you see gay porn. Shaking my head."""
""""""" you just need dick and when you can't get it you just need a nut and at mama house""""""","you just need sex, and when you can't get it, you just need to orgasm, and you're at your mom's house."
"""""""Can't even ride a bike to the store and back lol""""""","I can't even ride a bike to the store and back, lol."
"""""""Ralo say he gone stay up till 12 or 13 lol""""""",Ralo says he's going to stay up until 12 or 1 p.m. lol
"""""""We should leave Myra ova here wit ha crush lmao """"""","We should leave Myra over here with her crush, lol"
""""""" pressed damnnnn lol . I'm pressed because someone have my name in there mouth cool beans baby .""""""","is upset, damn lol. I’m upset because someone is talking about me—cool beans, baby."
"""""""  take my name outta of this !!! Y'all @ each other not me .""""""","""  Please leave me out of this! You two should mention each other, not me."""
"""""""Wil be attending my BFF game friday sick or not .""""""","I will be attending my best friend's game on Friday, whether I am sick or not."
"""""""I see why I don't care about these females ' we call these hoes our friends &amp; they turn around  &amp; fuck ya nigga .""""""","I understand why I don't care about these women; we call them our friends, and then they turn around and sleep with your man."
""""""" all hoes is fucked up ' bitch ain't do it to me it's just what females do . &amp; other females don't understand there not our frie""""""",""" All women are messed up. If a woman didn’t do it to me, it’s just what women do. And other women don’t understand—they’re not our friends."""
"""""""I'm only be here for one night so let me be your memory .""""""","I'm only here for one night, so let me be your memory."
"""""""Katonna ass in there tweeting when she can bring me my pop so I can tell her something !""""""",Katonna is in there tweeting when she could bring me my soda so I can tell her something!
"""""""#Dailytweet Another bitch worried about another bitch is a broke bitch .""""""",#Dailytweet A woman who is concerned about another woman is an unsuccessful woman.
"""""""Of course had a fun night w my babe  ' my brother  haha we was famous Nianna '  &amp; """"""","Of course, I had a fun night with my babe , my brother , haha. We were famous, Nianna, , and ."
"""""""Been sleep for 3 hours &amp; now I'm back up . . . That was a nap""""""",I slept for 3 hours and now I’m awake again... That was just a nap.
""""""" it's not real ' nothing close &amp; I'm not acting brand new when was the last time I was really on it you ?""""""",""" It's not real, nothing close, and I'm not acting brand new. When was the last time I was really into it—was it you?"""
"""""""I should have listen &amp; stop fucking w the enemy's .""""""",I should have listened and stopped messing with the enemies.
"""""""So I'm not getting a respond okay fuck him . . . &amp; watch this !""""""","So I'm not getting a response? Okay, forget him... and watch this!"
"""""""He always wanna be captain save a hoe . He need to save his own self because he ain't shit .""""""","He always wants to be a ""captain save-a-hoe."" He needs to save himself because he isn't anything."
""""""" see . . . You want me for other reason to !""""""",""" See... You want me for another reason too!"""
""""""" &amp; can you stfu &amp; stop retweeting shit to ?""""""",", can you please be quiet and stop retweeting things too?"
""""""" going to beat your ass a couple times I love you .""""""",I'm going to beat you up a couple of times. I love you.
"""""""I'm up to early ' need to go back to sleep for like about an hour .""""""",I'm up too early; I need to go back to sleep for about an hour.
"""""""My twin Alexis ' Lex ' Rolex I love her (:""""""","My twin Alexis, also known as 'Lex' or 'Rolex'—I love her (:"
"""""""I love falling to sleep w ' you on the phone because it keep a smile on my face""""""",I love falling asleep with you on the phone because it keeps a smile on my face.
"""""""I wake up &amp; hope I have a text from you .""""""",I wake up and hope I have a text from you.
""""""" send me a picture of them ! &amp; what do you want brother ?""""""","send me a picture of them! And what do you want, brother?"
"""""""lmao ' he said he DONT feel right saying I'm cute because I look like  lmao.""""""","LOL, he said he doesn’t feel right saying I’m cute because I look like . LOL."
""""""" I never had a pair . But I have to get them .""""""","I have never had a pair, but I need to get them."
"""""""If she don't fuck on the first night then she don't meet my dead line""""""","""If she doesn't have sex on the first night, then she doesn't meet my deadline."""
"""""""  okay I'm ready ' ill be there feb 14 &amp; we have to fight on sight""""""","Okay, I’m ready. I’ll be there February 14, and we have to fight as soon as we see each other."
"""""""  bitch your wasn't good if she left you to lmao .""""""","""  Your woman couldn't have been that good if she left you, lol."""
"""""""I hope oomf ain't acting funny ' because bitch I can act funny to .""""""","I hope one of my followers isn't acting strange, because I can act strange too."
""""""" that's good to hear. I'm here at work chilling. Ready to go home""""""",That's good to hear. I'm at work relaxing. I'm ready to go home.
""""""" everything's going good, enjoying life. Good to see u are doing well""""""",""" Everything is going well; I am enjoying life. It is good to see that you are doing well."""
"""""""Y'all love too hear the rumors but I show you ya the facts""""""","You all love to hear the rumors, but I show you the facts."
"""""""My daughter has this thick curly hair that I hate too deal with""""""","My daughter has this thick, curly hair that I hate having to deal with."
"""""""I'm about too eat me a ice cream sandmich * no typo* lol""""""","I'm about to eat an ice cream sandwich—no typo, lol."
""""""" lmao tell her stay under there and let it fry I'll be over there too pull it out""""""",""" LOL, tell her to stay under there and let it fry. I'll come over there too to pull it out."""
"""""""I was suppose too get up and go register for school this morning""""""",I was supposed to get up and go register for school this morning.
"""""""Have too go pick up my check from monroe chamber of commerce""""""",I have to go pick up my check from the Monroe Chamber of Commerce.
"""""""Going get me a drink or whatever once I leave here""""""",I'm going to get myself a drink or something once I leave here.
"""""""Y'all see what he just tweeted I'm weak at dee tho""""""",Did you all see what he just tweeted? I find that really funny though.
"""""""That sits around fucking with girls do nothing trying too throw salt and fuck up a real bitch name phony ass""""""","Someone who just sits around messing with women, doing nothing, trying to spread rumors and ruin a real woman’s reputation—such a fake person."
"""""""I don't want too drink another cup of water and eat another imaginary cake ugh""""""","I don't want to drink another cup of water or eat another imaginary cake, ugh."
"""""""I got me a movie date too just when I wanted to go see if by myself""""""","I have a movie date too, just when I wanted to go see it by myself."
"""""""Lmao that's my dawg he rings me up like a food stamp receipt""""""","LOL, that's my friend—he checks me out like a food stamp receipt."
"""""""Back too school for me and working a good job life is great""""""",I'm back to school and working a good job—life is great.
"""""""You hearing rumors about me and you can't stomach the fact""""""","""You’re hearing rumors about me and you can’t handle the truth."""
"""""""How Kenya lied too her ppl like she broke it off with him""""""","""How Kenya lied to her people, acting like she was the one who broke up with him."""
"""""""I use too be in love with usher idk why tho?""""""","I used to be in love with Usher. I don't know why, though."
"""""""Been drug free for a year now everybody who was against smoking weed smoke it #crazy""""""","I have been drug free for a year now, and everyone who was against smoking weed is smoking it. #crazy"
""""""" she'll forever be taller than him lol but they forever""""""",""" She will always be taller than him, lol, but they’re always together."""
"""""""I' stuck in a hard place my passion is in filming but I'm going fur government""""""","I'm stuck in a difficult situation—my passion is in filmmaking, but I'm going into government."
"""""""I don't care if he's just 3 I'm not letting him win he has too beat me""""""",I don't care if he's only three; I'm not letting him win—he has to beat me.
"""""""I love money and men lol I got a fucking problem""""""","""I love money and men, haha. I have a serious problem."""
"""""""I love being a young bitch on the right path blowing a few racks here and there traveling meeting new people networking just living it up""""""","I love being a young woman on the right path, spending some money here and there, traveling, meeting new people, networking, and just enjoying life."
"""""""She really think its they fault she didn't make it butch you can't sing""""""","She really thinks it's their fault she didn't make it, but you can't sing."
"""""""I can't stand him he just be picking with  me like he 4 childish ass""""""",I can't stand him; he’s always messing with me like he's four—so childish.
"""""""Last night was turnt up I don't want a repeat tho""""""","Last night was really exciting, but I don't want it to happen again."
"""""""Tell me when we get too New York we going too black ink """"""","Let me know when we get to New York—we’re going to Black Ink, ."
"""""""Just 30mins they give you wtf I'm gone eat that fat""""""","They only give you 30 minutes—what am I supposed to do, eat that fast?"
"""""""I'm not trying too come on too strong but something happens when we slow dance""""""","I'm not trying to come on too strong, but something happens when we slow dance."
"""""""Can't use ya phone up there and ish this ain't rite""""""",You can't use your phone up there and stuff; this isn't right.
"""""""Don't want too be falling asleep at m desk and ish""""""",I don't want to be falling asleep at my desk and stuff.
"""""""It's feels good too be in a different space in my life""""""","""It feels good to be in a different place in my life."""
"""""""It's nothing like a poo bitch who swear she bad smh lmao""""""","There’s nothing like a fake woman who thinks she’s attractive, shaking my head, laughing."
"""""""My body feels so tense but the water feel so good""""""","My body feels so tense, but the water feels so good."
"""""""This poo ass heaux really mad? A while stranger where they do that at?? Laminate this shit has too stop""""""","This lame woman is really angry? A whole stranger—where do they do that? Seriously, this needs to stop."
"""""""She jump off when I jumped on whack ass poo ass broke ass heaux that's why she mad""""""","She left when I got involved with that lame, worthless, broke woman—that’s why she’s upset."
"""""""Lawwwd they were some bad ass breezys in there no homo""""""","Wow, there were some really attractive women in there, no homo."
"""""""Im glad i aint go to school today didnt feel like gettin ul""""""",I'm glad I didn't go to school today; I didn't feel like getting up.
"""""""Ever since she got wit old dude she been actin funny""""""","Ever since she started dating that guy, she has been acting strange."
""""""" I'm good just outcha grindin. What u been up to?""""""",""" I'm good, just out here working hard. What have you been up to?"""
"""""""Just to inform everyone I will not be deejaying tonight for the 5 Star Stud Bash at Club Fetish! Fuck them niggas""""""","Just to inform everyone, I will not be DJing tonight for the 5 Star Stud Bash at Club Fetish. Forget those guys."
"""""""From So Live Saturdays to Flipside Fridays the movement dont stop.....We N There...this is only the beginning. #shakedacityup""""""","From So Live Saturdays to Flipside Fridays, the movement doesn’t stop… We’re in there. This is only the beginning. #shakedacityup"
""""""" I feel though!!! The cute ones be doing too much""""""",I feel the same way! The attractive ones tend to overdo it.
"""""""I need to get off my butt and go find a tire place""""""",I need to get up and go find a tire shop.
"""""""Round and round it go, round and round it go...let me see you scruuuub the ground scruuuuub the ground!""""""","""Round and round it goes, round and round it goes...let me see you scrub the ground, scrub the ground!"""
"""""""Tony G cryin man...I'm cryin for you my dude! TONY DESERVES THIS WIN! #HallOfFame! #Falcons!""""""","Tony G is crying, man... I'm crying for you, my friend! TONY DESERVES THIS WIN! #HallOfFame! #Falcons!"
"""""""I can wait to talk shit about my Falcons when I get back to the AUC!""""""","""I can't wait to talk trash about my Falcons when I get back to the AUC!"""
"""""""They're trying to impeach President Obama over gun control...for real?! C'mon son...""""""","They are trying to impeach President Obama over gun control... seriously? Come on, man..."
"""""""Sometimes I wish I could be on an island and left the hell alone...""""""",Sometimes I wish I could be on an island and just be left alone.
"""""""Somebody got stabbed in the neck outside of the dome...you should never run ya mouth at championship game...some people lost money on this""""""",Someone was stabbed in the neck outside the dome... you should never talk trash at a championship game... some people lost money on this.
"""""""I have a feeling the Patriots are about to rip the Ravens a new one.""""""",I have a feeling the Patriots are about to defeat the Ravens decisively.
"""""""That picture of Chad Johnson and A$AP Rocky disturbs me...like really.""""""",That picture of Chad Johnson and A$AP Rocky really disturbs me.
"""""""Fuckin Yah Feeling I'm Feel Free..... Yu Want Real Thats Real In Mee :-)  !!!!!""""""","I'm really feeling free... If you want something real, that's real in me. :-) !!!!!"
"""""""All she do is watch videos on Facebook nnd Tweet Watch!""""""",All she does is watch videos on Facebook and Tweet Watch!
"""""""im bout tu drive ah niggah Crazyy, det sucker shit dont phase mehh!""""""",I'm about to drive a man crazy; that foolishness doesn't bother me!
"""""""Lol! she cant be widd mehh! ion have ah curfew !""""""",Lol! She can't be with me! I don't have a curfew!
"""""""Lol! dey funny asf! if they think im goin ti skool thursdayy or Fridayy!""""""",Lol! They’re so funny if they think I’m going to school on Thursday or Friday!
"""""""Yanna! ian see it Boo! @ my name! whut it said??""""""","Yanna! I can't see it, Boo! @ my name! What did it say??"
"""""""Lol! my brother said i need tu calm my luh Skinny ahh Down!""""""",Lol! My brother said I need to calm my little skinny self down!
"""""""Time fahh mehh tu Take my nap nnd wait on myy brother!""""""",Time for me to take my nap and wait for my brother!
"""""""Oowwee! finna hit up tha Movies widd my bhadd bit Jasmine!!""""""",Ooh! I'm about to go to the movies with my beautiful friend Jasmine!
"""""""i do much bettah wen im quiet nnd Stay tu myself!""""""",I do much better when I'm quiet and stay to myself!
"""""""Lol! her ass alreadyy tweetin about mehh nnd she jus got her twitter todayy!""""""",Lol! She’s already tweeting about me and she just got her Twitter today!
"""""""Sumbodyy jus Rightoues sent mehh ah message on Kik! Lol! ion be on thet shit!""""""",Someone just randomly sent me a message on Kik! Lol! I don’t even use that app!
"""""""Lol! Sumbodyh told mehh its suppose tu be Shit goin on et Clay Tomorrow!""""""",Lol! Somebody told me it's supposed to be something going on at Clay tomorrow!
"""""""Lol! im jus ah Big Kid! but my mind too mature!""""""","Lol! I'm just a big kid, but my mind is too mature!"
"""""""Lol! Yep! Had mehh Lookin Stoopid fah ah Minute but its cool tho!""""""","Lol! Yes! Had me looking stupid for a minute, but it's cool though!"
"""""""Lol! he ah hoe on tha Low! wen yu go find out???""""""",Lol! He’s secretly promiscuous! When are you going to find out???
"""""""Lol! this shit aint nun new! my brothers do this shit 24/7!""""""",Lol! This isn’t anything new! My brothers do this all the time!
"""""""Lol! this niggah was all in my ear! all in head wid thet Love Shit!""""""","Lol! This guy was all in my ear, all in my head with that love stuff!"
"""""""Lol! this boy got ah shoe string around his waist talm bout he dont wea belts!""""""",Lol! This boy has a shoelace around his waist talking about he doesn't wear belts!
"""""""he need tu jus gone let mehh kno whussup so i can GTFO!""""""",He just needs to let me know what's going on so I can leave!
"""""""#Oomf tryna be like mehh nnd say shit i be sayin! Lolss""""""",#One of my followers is trying to be like me and say the things I say! Lol
"""""""Chris brown need th shave! he look rite wid thet facial hair in tha Judge meh Video!""""""","Chris Brown needs to shave! He looked right with that facial hair in the ""Judge Me"" video!"
"""""""C/o 14!!!!!  we Running Shit tho! oowwee! cant wait till i graduate!""""""",Class of 2014! We’re running things though! Oh wow! I can’t wait until I graduate!
"""""""Nie im finna go in my room nnd chill! till i get Sleepy!""""""",I'm about to go in my room and relax until I get sleepy.
"""""""Damn! this niggah hot earrings nnd shit all ova his face""""""",Damn! This guy has earrings and stuff all over his face.
"""""""Since he on tha phonee widd otha hoes nnd shit !""""""",Since he’s on the phone with other girls and stuff!
"""""""Wen mehh nnd Him get together! oowwee! dont be worriedd bout shit!""""""",When he and I get together—oh wow! Don’t worry about anything!
"""""""I Love My friend but im not finna break my neck fah her!""""""","I love my friend, but I'm not going to go out of my way for her!"
"""""""She alreadyy kno whut tha whoop was widd mehh! my plans aint changed!""""""",She already knows what the deal was with me! My plans haven't changed!
"""""""But Let mehh gone Call Him So i tell him whussup!""""""",But let me go ahead and call him so I can tell him what's going on!
"""""""Sumbodyy told mehh thet guhh was in tha 9th or 10th grade! WTF!""""""",Someone told me that girl was in the 9th or 10th grade! WTF!
""""""" Lol! he cant go far! tha skool aint thet big!""""""",Lol! He can't go far! The school isn't that big!
"""""""Hold up, wait ah Second! Let mehh think fah ah Second!""""""","""Hold on, wait a second! Let me think for a second!"""
"""""""Well Bitch! if yu didnt make find Rides! i wouldnt have thet problem!""""""","Well, if you had helped me find rides, I wouldn’t have that problem!"
"""""""This been ah Good day tho! nnd finna cut up widd sum bhdd bitches Tonite!""""""",This has been a good day though! And I’m about to have fun with some bad bitches tonight!
"""""""My Facebook dont be talm bout nun since i been on Twitter! Lolss!""""""",My Facebook hasn’t been talking about anything since I’ve been on Twitter! Lol!
"""""""Lol! Finna go tu this next class nnd go tu sleep!""""""",Lol! I'm about to go to this next class and go to sleep!
"""""""Damn! Everybodyy down myy TL Buckin nnd talm bout fightin, guns nnd otha shit! ooowwee! so Voilent! lolss""""""","Damn! Everyone on my timeline is arguing and talking about fighting, guns, and other stuff! Wow! So violent! LOL"
"""""""ian talkin tu my momma or my daddy cusx dey be set trippen! straight attuide wid dey ass!""""""",I’m not talking to my mom or my dad because they’ve been acting up! They have such an attitude!
"""""""Lol! He dont kno this but ikno everything thet be goin on!""""""","Lol! He doesn't know this, but I know everything that is going on!"
"""""""ian finna Run behindd his ass! (in my TayTay Voice) Lolss!""""""",I am not going to chase after him! (in my TayTay voice) Lol!
"""""""Bought myy Li'bby sum chocolate! but ion think he deserve it! Lolss!""""""","I bought my Libby some chocolate, but I don't think he deserves it! Lol!"
"""""""we stranded! cusx dey aint wanna let us out of school ealier!""""""",We’re stranded because they didn’t want to let us out of school earlier!
""""""" Nawl! she et my house talkin boss shit! nnd dont kno whut she talm bout!""""""",No! She’s at my house talking boss stuff and doesn’t know what she’s talking about!
"""""""Lol! Thet boy Jailen was muggin us hard asf! LMAOO! WTF we did tu his ass! No PlayPlay!""""""",Lol! That boy Jailen was staring at us really hard! LMAO! What did we do to him? No joking around!
"""""""Lolss! i think #Oomf want #Oomf! but she cant get em! cusx he got sumbodyy!""""""","LOL! I think one of my followers wants another one of my followers, but she can't get him because he has somebody!"
"""""""Dont down Talk kno bodyy behindd dey back one dayy den tha next dayt be all in dey face! #Fake!""""""",Don't speak badly about anyone behind their back one day and then be friendly to their face the next day! #Fake!
"""""""Mane! imma jus gone head nnd leave Clayy! but ion wanna go tu Huffman!""""""",Man! I'm just going to go ahead and leave Clay! But I don't want to go to Huffman!
"""""""#IGoToASchoolWhere Dey put yu in handcups nnd take yu tu jail or whuteva fah arguin!&gt;&gt;&gt;&gt;thet shit happen todayy!""""""",#IGoToASchoolWhere They put you in handcuffs and take you to jail or whatever for arguing! >>>> That stuff happened today!
"""""""Dont chu jus love my name on hea ?? Lol """"""",Don't you just love my name on here? Lol
"""""""Ion Got Friends.  Its My #PINKSAVAGE FAMILY,  MY #NezWORLD Family &amp; My HSK 1017K FAMILY!  OTF ;""""""","I don’t have friends. It’s my #PINKSAVAGE family, my #NezWORLD family, and my HSK 1017K family! OTF."
"""""""TINKA SAVAGE GOT ALL THE THOTS THEM HOES SOMES GROUPIES AND THEY GIVE US TOP!""""""","Tinka Savage attracts all the women; some of them are groupies, and they perform oral sex for us."
""""""" I'm Koolin Rite Now Wyo Pink  Let's Get Into Sum !""""""","I'm just relaxing right now, what are you up to? Let's do something!"
"""""""I Wonder Who The FUCK Goes There For Them To Fight?""""""",I wonder who the heck goes there for them to fight?
""""""" I Got A LiL Friend Name SUSIE &amp; That Bitch Don't Play U Remember Wat She Did To U Inna Boc!""""""","I have a little friend named Susie, and she doesn’t mess around. Do you remember what she did to you in the back?"
""""""" well ur out n Julius and all the time so ur a ghost has been since umm i dont know since I can remember lol :P""""""","Well, you're out with Julius all the time, so you're like a ghost—you've been that way for, um, I don't know, as long as I can remember lol :P"
"""""""Being that I'm the driver I do what I want .. Take yall ass to sleep if you don't want to hear me sing  """"""","Since I’m the driver, I do what I want. Go to sleep if you don’t want to hear me sing,  ."
"""""""Wish I was off today but back to Charlotte in a few.. Then its clock in time!""""""","I wish I had the day off, but I’ll be heading back to Charlotte in a few. Then it’s time to clock in!"
""""""" Let me find out you niceee though?! I see you!!""""""",Let me find out that you’re really talented! I see you!
"""""""I said I rather be with you but you are not around..""""""","I said I would rather be with you, but you are not around."
"""""""If I lick that spot den u won't act like that""""""","""If I lick that spot, then you won’t act like that."""
""""""" I seen you I was with Vernecia you was crying and hugging Teresa I believe... I was going to come hug you but u were huggin""""""","I saw you when I was with Vernecia; you were crying and hugging Teresa, I believe... I was going to come hug you, but you were already hugging."
"""""""iKno Dey Finna Be Shootn Dats Why iGot My Red Ass iN Da House""""""","I know they're going to be shooting, that's why I have my ass in the house."
"""""""Cum On Baby Turn Da Lites Off Lets Get Naked [Cum On)""""""","Come on, baby, turn the lights off. Let's get naked. [Come on]"
"""""""iHave Uh Boy BestFriend Abd We Neva Tried Each Other So Dats Aye Lie""""""","I have a male best friend and we have never tried anything with each other, so that’s a lie."
"""""""On my to da house had to say I 6rought da New year's in Good""""""","On my way to the house, had to say I brought the New Year in well."
"""""""Fly squad n young squad summer hill nigga I fucc wit sum ova dare what's CraCCn 6ig E smoke the 6oi 6am""""""","Here is the tweet translated into Standard American English (SAE):

""Cool crew and young crew from Summer Hill. I associate with some people over there. What's happening? Big E, smoke the boy Bam."""
"""""""U Cnt run from life or pro6lem cause u 6eing surrounded 6y it evey Day on God""""""","You can’t run from life or problems because you’re surrounded by them every day, I swear."
"""""""Real 3itches take it off jus ask the hoes at the strip clu6""""""",Real women take it off—just ask the women at the strip club.
"""""""U can say the word fucc all day cause it gne wit everything""""""","You can say the word ""fuck"" all day because it goes with everything."
"""""""Lol 6ank kid maddox 6een my name every since 9th grade we came out with 6ank kids lol I am finna 6e 21 n a couple of months""""""","Lol, Bank Kid Maddox been my name ever since 9th grade when we came out with Bank Kids. Lol, I’m about to be 21 in a couple of months."
"""""""Nicole n mook mook hmm should I let it go or stay wit my answer ion no yet""""""","Nicole and Mook Mook, hmm, should I let it go or stick with my answer? I don't know yet."
