aae_text,sae_text,aae_context,aae_continuation,sae_context,sae_continuation
I just scroll up & down my tl & whatever I like or think is funny I just retweet it lol,"I just scroll up and down my timeline, and whatever I like or think is funny, I just retweet it, haha.",I just scroll up & down my tl & whatever I like or,think is funny I just retweet it lol,"I just scroll up and down my timeline , and whatever I like or","think is funny , I just retweet it , haha ."
lol she concerned of my sexuality ... im not bi ; why you want some ?,"LOL, she’s concerned about my sexuality... I’m not bisexual; why, do you want some?",lol she concerned of my sexuality . . . im not bi ; why,you want some ?,"LOL , she ’ s concerned about my sexuality . . . I ’ m not bisexual ; why ,",do you want some ?
but the celtics got plenty and making moves behind the scenes to get bigger.,but the Celtics have plenty and are making moves behind the scenes to get bigger.,but the celtics got plenty and,making moves behind the scenes to get bigger .,but the Celtics have plenty and are making moves behind the,scenes to get bigger .
""": Folks back home don't fuck w/ a young nigga. U dnt eva hit a nigga up""","""People back home don't mess with a young man. You never even reach out to me.""",""" : Folks back home don ' t","fuck w / a young nigga . U dnt eva hit a nigga up """,""" People back home","don ' t mess with a young man . You never even reach out to me . """
Nobody hears and or see Gucci boy nigga like me bring tht shit to ya front door,No one hears about or sees a stylish guy like me bring that stuff right to your front door.,Nobody hears and or see,Gucci boy nigga like me bring tht shit to ya front door,No one hears about,or sees a stylish guy like me bring that stuff right to your front door .
"""I ate cake before I left the house to go to the bus stop , that shit done messed my stomach up""","I ate cake before I left the house to go to the bus stop, and that really messed up my stomach.",""" I ate cake before I left the house to go to the bus","stop , that shit done messed my stomach up ""","I ate cake before I left the house to go to the bus stop , and that really messed",up my stomach .
"""Now Boy I Know You Got Me , & You Know I Gotchu Too .""","Now, boy, I know you’ve got me, and you know I’ve got you too.",""" Now Boy I Know You Got Me , & You Know I","Gotchu Too . ""","Now , boy , I know you ’ ve got me , and you know I ’ ve",got you too .
Bad Bitch Girl I Think CanGet Use Ta Ya I Mite Have To Take Yo Number When Im Thru Witcha,"Confident woman, I think I could get used to you. I might have to take your number when I’m done with you.",Bad Bitch Girl I Think,CanGet Use Ta Ya I Mite Have To Take Yo Number When Im Thru Witcha,"Confident woman , I think I could get used to you . I might have to take your number when I",’ m done with you .
Dont Feel Good I Didnt Come Out My Room All Day Nobody Checked In See If Im Ok Crazy Ass Family,"I don’t feel well. I didn’t come out of my room all day, and nobody checked in to see if I’m okay. My family is unbelievable.",Dont Feel Good I,Didnt Come Out My Room All Day Nobody Checked In See If Im Ok Crazy Ass Family,I don ’ t feel,"well . I didn ’ t come out of my room all day , and nobody checked in to see if I ’ m okay . My family is unbelievable ."
I really be wondering Wat they be thinking but shower then back to the game!..,"I often wonder what they’re thinking, but then I take a shower and get back to the game.",I really be wondering Wat they be,thinking but shower then back to the game ! . .,"I often wonder what they ’ re thinking , but then I take a shower and get back",to the game .
I feel u but Wat if u loose again? U win some u loose some oh welll .,"I understand you, but what if you lose again? You win some, you lose some. Oh well.",I feel u but Wat if u loose again ? U win some u loose,some oh welll .,"I understand you , but what if you lose again ? You win some , you lose",some . Oh well .
If ya girl ask u a question bout u and another girl trust she gonna aask u just to see if u will tell her the truth. Kuz she already knows,"If your girlfriend asks you a question about you and another girl, trust that she’s only asking to see if you’ll tell her the truth—because she already knows.",If ya girl ask u a question bout u and another girl trust she gonna aask u just to see if u will,tell her the truth . Kuz she already knows,"If your girlfriend asks you a question about you and another girl , trust that she ’ s only asking to see if you ’ ll tell her the truth",— because she already knows .
I'll be on QVC with Dr. Tabor 2moro 6-7am (est) and 3-4pm. He will be presenting his new Beauty Shakes.,I will be on QVC with Dr. Tabor tomorrow from 6 to 7 a.m. (EST) and from 3 to 4 p.m. He will be presenting his new Beauty Shakes.,I ' ll be on QVC with Dr . Tabor 2moro 6 - 7am ( est ) and 3 - 4pm . He will be presenting,his new Beauty Shakes .,I will be on QVC with Dr . Tabor tomorrow from 6 to 7 a . m . ( EST ) and from 3 to 4 p . m . He will be presenting,his new Beauty Shakes .
"""Most Of The Girls I Thought I Was Madly In Love With We Don't Even Communicate Anymore .,.""",Most of the girls I thought I was madly in love with—I don’t even talk to them anymore.,""" Most Of The","Girls I Thought I Was Madly In Love With We Don ' t Even Communicate Anymore . , . """,Most of the girls,I thought I was madly in love with — I don ’ t even talk to them anymore .
"""During you times of trial and suffering, when you see only one set of footprints, it was then I carried you.""","During your times of trial and suffering, when you see only one set of footprints, it was then that I carried you.",""" During you times of trial and suffering , when you see only one set of footprints ,","it was then I carried you . ""","During your times of trial and suffering , when you see only one set of footprints , it",was then that I carried you .
Man get these bum ass colts out oh here. Talking bout luck goin expose use. Flacco exposing that bum ass secondary,"Man, get these lousy Colts out of here. Talking about Luck is going to expose us. Flacco is exposing that terrible secondary.",Man get these bum,ass colts out oh here . Talking bout luck goin expose use . Flacco exposing that bum ass secondary,"Man , get these",lousy Colts out of here . Talking about Luck is going to expose us . Flacco is exposing that terrible secondary .
Bitches Be Called Bitches Cause You Act Like Bitches So Therfore imma Call You Bitches!,"Women are called ""bitches"" because you act like ""bitches,"" so therefore, I’m going to call you ""bitches.""",Bitches Be Called Bitches Cause You Act Like Bitches So,Therfore imma Call You Bitches !,"Women are called "" bitches "" because you act like "" bitches , "" so therefore , I ’ m going to call you",""" bitches . """
"""Jus talkd 2 my lil bro, yungn wild...its crazy I'm almost 10 years older than this nigga n he bigger than me""","I just talked to my little brother—he’s young and wild. It’s crazy that I’m almost ten years older than him, and he’s bigger than me.",""" Jus talkd 2 my lil bro , yungn wild . . . its crazy I ' m almost 10 years older than this nigga n he","bigger than me ""","I just talked to my little brother — he ’ s young and wild . It ’ s crazy that I ’ m almost ten years older than him , and he",’ s bigger than me .
""" thats wats up my nigga, did yo lil man kill' em wit that outfit yu showd me""",""" That's what's up, my friend. Did your little man impress everyone with that outfit you showed me?""",""" thats wats up my","nigga , did yo lil man kill ' em wit that outfit yu showd me """,""" That ' s what ' s","up , my friend . Did your little man impress everyone with that outfit you showed me ? """
Damn maaan 16oz all gon like that....    . 2maro wont b a good day at all,"Damn, man, 16 ounces are all gone just like that... Tomorrow won't be a good day at all.",Damn maaan 16oz all gon like that . . . . . 2maro wont b,a good day at all,"Damn , man , 16",ounces are all gone just like that . . . Tomorrow won ' t be a good day at all .
"""  I told yu tasha he aint kt nomore he's Kevin, nd Kevin doesn't associate wit our kind lol""","""  I told you, Tasha, he isn’t KT anymore—he’s Kevin now, and Kevin doesn’t associate with people like us, lol.""",""" I told yu tasha he aint kt nomore he ' s Kevin , nd Kevin doesn ' t","associate wit our kind lol """,""" I told you , Tasha , he isn ’ t KT anymore — he ’ s Kevin now , and Kevin doesn ’ t","associate with people like us , lol . """
Welp no need to wait... I told niggas wen cundiff missd last year we'd be back,"Well, no need to wait... I told everyone when Cundiff missed last year that we'd be back.",Welp no need to wait . . . I,told niggas wen cundiff missd last year we ' d be back,"Well , no need to wait . . . I",told everyone when Cundiff missed last year that we ' d be back .
"""Man , I Was Supposed To Went Wih My Baby Today But Plans Changed !""","Man, I was supposed to go with my baby today, but plans changed!",""" Man , I","Was Supposed To Went Wih My Baby Today But Plans Changed ! ""","Man , I was","supposed to go with my baby today , but plans changed !"
"""For Him To Tells Me Stuff , Thats Hus Momma Dont Kinda Know , Im His Keeper !""","For him to tell me things that even his mom doesn’t really know, I must be his confidant!",""" For Him To Tells Me Stuff , Thats Hus Momma Dont Kinda Know , Im","His Keeper ! """,For him to tell me things that even his mom doesn ’ t,"really know , I must be his confidant !"
Rumors nd more rumors dam i must b popular ppls got my name nd dey mouth. I ant tripn jt rumors hs rumors at dat ima grown ass man nw,"Rumors and more rumors—damn, I must be popular. People have my name in their mouths. I’m not tripping, just rumors on top of rumors at that. I’m a grown man now.",Rumors nd more rumors dam i must b popular ppls got my name nd dey mouth . I ant tripn jt rumors hs rumors at dat ima,grown ass man nw,"Rumors and more rumors — damn , I must be popular . People have my name in their mouths . I ’ m not tripping , just rumors on top of rumors at that . I ’ m",a grown man now .
Yu actin a ass wit ya taxes but wen April come around yu back relaxing,"You’re acting foolish with your tax refund, but when April comes around, you’re back to relaxing.",Yu actin a ass wit ya taxes but wen April come,around yu back relaxing,You ’ re acting foolish,"with your tax refund , but when April comes around , you ’ re back to relaxing ."
"""The people who know the least about you , have the most to say .""",The people who know the least about you have the most to say.,""" The people who know the least about you , have the most","to say . """,The people who know the,least about you have the most to say .
THATS NOT WHAT SHE SAYING . That was said . Whats the point in lying ?,That’s not what she’s saying. That was already said. What’s the point in lying?,THATS NOT WHAT SHE SAYING . That was said .,Whats the point in lying ?,That ’ s not,what she ’ s saying . That was already said . What ’ s the point in lying ?
Lmaooooo I know ! I saw her name like 5 mins ago . And I was like WHAT THE ACTUAL FUCK !?,"Hahaha, I know! I saw her name about five minutes ago, and I was like, WHAT THE ACTUAL FUCK!?",Lmaooooo I know ! I saw her name like 5 mins ago . And I was,like WHAT THE ACTUAL FUCK ! ?,"Hahaha , I know ! I saw her name about five minutes ago , and I was","like , WHAT THE ACTUAL FUCK ! ?"
"""Is it bad that every time my laptop acts up , I take the battery out ......""","Is it bad that every time my laptop malfunctions, I remove the battery...?",""" Is it bad that every time my laptop acts up , I take the battery","out . . . . . . """,Is it bad that every,"time my laptop malfunctions , I remove the battery . . . ?"
Now I have to change my settings so my messages don't pop up anymore . Bitches .,Now I have to change my settings so my messages don’t show up anymore. People.,Now I have to change my settings so my messages don ' t pop up,anymore . Bitches .,Now I have to change my settings so my messages,don ’ t show up anymore . People .
Wooow u kno how long itz been since a nigga watched little bear lmaooo nick jr taken me bk,"Wow, do you know how long it’s been since I watched Little Bear? Nick Jr. is really taking me back.",Wooow u kno how,long itz been since a nigga watched little bear lmaooo nick jr taken me bk,"Wow , do you know how",long it ’ s been since I watched Little Bear ? Nick Jr . is really taking me back .
Ups bet not act like no bitches. Im hittin da marriot up tomm. Hope they talkin bout sumthiinn #jobhunting,UPS better not act unprofessionally. I’m going to the Marriott tomorrow. I hope they’re discussing something. #jobhunting,Ups bet not act,like no bitches . Im hittin da marriot up tomm . Hope they talkin bout sumthiinn # jobhunting,UPS better not act unprofessionally . I ’ m going to the Marriott tomorrow . I hope they ’,re discussing something . # jobhunting
Yea gurl u got yaself a winner but the only way im winnin is if u standin at da finish,"Yes girl, you have yourself a winner, but the only way I'm winning is if you're standing at the finish line.",Yea gurl u got yaself a,winner but the only way im winnin is if u standin at da finish,"Yes girl , you have yourself a winner , but the only way I ' m winning is if you ' re",standing at the finish line .
Have I told yu I loved yu Have I told yu that yu mean the world to me Have I told yu I loved yu ill b your wishing well tell me what yu want,Have I told you I love you? Have I told you that you mean the world to me? Have I told you I love you? I'll be your wishing well—tell me what you want.,Have I told yu I loved yu Have I told yu that yu mean the world to me Have I told yu I loved,yu ill b your wishing well tell me what yu want,Have I told you I love you ? Have I told you that you mean the world to me ? Have I told you I love you ? I ' ll be your wishing well — tell me,what you want .
"""I kno slug gone help me.. Not that im expecting his help, I just kno he gone hold me down..""","I know Slug is going to help me. Not that I’m expecting his help, I just know he’s going to support me.",""" I kno slug gone","help me . . Not that im expecting his help , I just kno he gone hold me down . . """,I know Slug is,"going to help me . Not that I ’ m expecting his help , I just know he ’ s going to support me ."
Juanita is weak.. We all get weak ova a nigga shid but damn.. The last nigga yu should b stuck on is my father.. Rs,"Juanita is weak... We all get weak over a guy sometimes, but damn... The last guy you should be hung up on is my father. Real shit.",Juanita is weak . . We all get weak ova a nigga shid but damn . . The last nigga,yu should b stuck on is my father . . Rs,"Juanita is weak . . . We all get weak over a guy sometimes , but damn . . . The last guy you should be hung up",on is my father . Real shit .
"""Love is sooo fuckin scary. Cuz once yu fall yu, yu basically given them the go to fuck some shyt up..""","Love is so fucking scary. Because once you fall, you’ve basically given them the opportunity to mess something up.",""" Love is sooo fuckin scary . Cuz once yu fall yu , yu","basically given them the go to fuck some shyt up . . ""","Love is so fucking scary . Because once you fall , you ’ ve",basically given them the opportunity to mess something up .
I will tell him soon. I will put his book to the test just what I needed Formula 50. I will soon have pictures of Xerveo loss.,"I will tell him soon. I’m going to put his book to the test—just what I needed, Formula 50. I’ll have pictures of my Xerveo weight loss soon.",I will tell him soon . I will put his book to the,test just what I needed Formula 50 . I will soon have pictures of Xerveo loss .,I will tell him soon . I ’ m going to put his book to the,"test — just what I needed , Formula 50 . I ’ ll have pictures of my Xerveo weight loss soon ."
And when I go through the transformation of my body on his Book formula 50. I will keep everyone on update. I will still be on Xerveo motion,"And when I go through the transformation of my body using his Book Formula 50, I will keep everyone updated. I will still be on Xerveo Motion.",And when I go through the transformation of my body on his Book formula,50 . I will keep everyone on update . I will still be on Xerveo motion,And when I go through the transformation of my body using his Book Formula,"50 , I will keep everyone updated . I will still be on Xerveo Motion ."
Formula 50 and Xerveo motion that will be one of my topics for my show soon.  Who knows maybe i will get 50 to use xerveo motion. Lol,"Formula 50 and Xerveo Motion will be some of the topics I discuss on my show soon. Who knows, maybe I’ll even get 50 to use Xerveo Motion. Lol",Formula 50 and Xerveo,motion that will be one of my topics for my show soon . Who knows maybe i will get 50 to use xerveo motion . Lol,"Formula 50 and Xerveo Motion will be some of the topics I discuss on my show soon . Who knows , maybe I ’ ll even get 50",to use Xerveo Motion . Lol
"""i don't know how people like me so fast, maybe because im to friendly or im just to happy ..""",I don't know how people like me so quickly; maybe it's because I'm too friendly or I'm just too happy.,""" i don '","t know how people like me so fast , maybe because im to friendly or im just to happy . . """,I don ' t,know how people like me so quickly ; maybe it ' s because I ' m too friendly or I ' m just too happy .
"""People always think im always happy, if yall only knew what I be thinking in my head.. Hm..""",People always think I’m always happy. If you all only knew what I’m thinking in my head… Hmm…,""" People always think im always happy , if yall only knew what I be thinking in my head",". . Hm . . """,People always think I ’ m always happy . If you all,only knew what I ’ m thinking in my head … Hmm …
""" cause i was ready to go home, so i just went and got on my bus""",""" because I was ready to go home, so I just went and got on my bus.""",""" cause i was ready to go home , so i just went and got","on my bus """,""" because I was ready to go home , so I just went and got on","my bus . """
I only talk to one person in PE the rest I either don't like or I don't click clack with them,I only talk to one person in PE; the rest I either don't like or I don't get along with.,I only talk to one person in PE the rest I either don ' t like or I don,' t click clack with them,I only talk to one person in,PE ; the rest I either don ' t like or I don ' t get along with .
"""Diiss Foolish ,Dry Mouth, Lonely Ass Hoes jazz nd Bree Mad Kuz Ii Dont Like Angel Ass -_- o_0""","This is foolish. Dry-mouthed, lonely women like Jazz and Bree are upset because I don't like Angel. -_- o_0",""" Diiss Foolish ,","Dry Mouth , Lonely Ass Hoes jazz nd Bree Mad Kuz Ii Dont Like Angel Ass - _ - o_0 ""","This is foolish . Dry - mouthed , lonely women like Jazz and Bree are upset because I don ' t like",Angel . - _ - o_0
ii need dat shyt now ii kaint do diiss shyt wiith ur bf. Anymore,I need that right now. I can't do this with your boyfriend anymore.,ii need dat shyt now ii kaint do diiss shyt wiith,ur bf . Anymore,I need that right,now . I can ' t do this with your boyfriend anymore .
And they wonder y bitch u throw back! Then u let him hit for some strong!,"And they wonder why, girl, you respond like that! Then you let him have sex with you for some good weed!",And they wonder y,bitch u throw back ! Then u let him hit for some strong !,"And they wonder why , girl , you respond like that ! Then you let him have sex with you for",some good weed !
They think I be hard on them but I just don't want them to be no failure!,"They think I am hard on them, but I just don't want them to be a failure!",They think I be hard on them but I just don ' t want them,to be no failure !,"They think I am hard on them , but I just don ' t want them",to be a failure !
and you didn't call to check on me when I said I'll be back,and you didn’t call to check on me when I said I would be back,and you didn ' t call to,check on me when I said I ' ll be back,and you didn ’ t call to,check on me when I said I would be back
wen u ready bro n  i ain't forget bout dat dub etha bro u good,"Let me know when you’re ready, bro, and I haven’t forgotten about that twenty either. You’re good.",wen u ready bro,n i ain ' t forget bout dat dub etha bro u good,"Let me know when you ’ re ready , bro , and",I haven ’ t forgotten about that twenty either . You ’ re good .
RIGHT & he loved them sooooooo much get real he act like a little boy.,"RIGHT, and he loved them so much. Be realistic—he acts like a little boy.",RIGHT & he loved them sooooooo much get real he act like,a little boy .,"RIGHT , and he loved them so much . Be realistic — he acts like",a little boy .
I swear people loose they life like this. Don't fucking fuck with my SIBLINGS I'll kill u on all of them!!!!!,I swear people lose their lives like this. Don’t mess with my siblings—I’ll kill you for any of them!,I swear people loose they life like this . Don ' t fucking fuck with my SIBLINGS I ' ll kill u on,all of them ! ! ! ! !,I swear people lose their lives like this . Don ’ t mess with my siblings — I ’ ll kill you for,any of them !
That's foul and I thought u was better then that Mekia diserves to know what was said about her to but W.E I'm done,"That's wrong, and I thought you were better than that. Mekia deserves to know what was said about her too, but whatever, I'm done.",That ' s foul and,I thought u was better then that Mekia diserves to know what was said about her to but W . E I ' m done,"That ' s wrong , and I thought","you were better than that . Mekia deserves to know what was said about her too , but whatever , I ' m done ."
NOBODY WASN'T EVEN TALKING TO U YOU ASKED A QUESTION I ANSWERED SO CHILL ON THAT U DON'T TALK TO US,"Nobody was even talking to you. You asked a question, I answered, so relax with that. You don’t talk to us.",NOBODY WASN ' T,EVEN TALKING TO U YOU ASKED A QUESTION I ANSWERED SO CHILL ON THAT U DON ' T TALK TO US,"Nobody was even talking to you . You asked a question , I answered , so relax with that . You don ’ t",talk to us .
I'm gone straight have him go to the store for me cause I want some snacks,I’m going to have him go to the store for me because I want some snacks.,I ' m gone straight,have him go to the store for me cause I want some snacks,I ’ m going to,have him go to the store for me because I want some snacks .
This bitch said she scared of her daughter I have NO RESPECT FOR EITHER OF THEM.,This woman said she is afraid of her daughter. I have no respect for either of them.,This bitch said she scared of her daughter I have,NO RESPECT FOR EITHER OF THEM .,This woman said she is afraid of her daughter . I have no,respect for either of them .
Lol you Gotta have a lil something my booty is not little It's flat,"Lol, you have to have at least a little something. My butt is not small—it's flat.",Lol you Gotta have a lil something my booty is not little,It ' s flat,"Lol , you have",to have at least a little something . My butt is not small — it ' s flat .
Females get mad cause they boyfriend like other females pictures I'm convinced bitches is INSECURE!,Women get upset because their boyfriends like other women's pictures. I'm convinced some women are insecure!,Females get mad cause they boyfriend like other,females pictures I ' m convinced bitches is INSECURE !,Women get upset because their boyfriends like other,women ' s pictures . I ' m convinced some women are insecure !
5 years from now they're going to be there and you're going to still be trying to make it. #Live4You,"Five years from now, they will be there and you will still be trying to succeed. #Live4You",5 years from now they ' re going to,be there and you ' re going to still be trying to make it . # Live4You,"Five years from now , they will be there and you will still",be trying to succeed . # Live4You
"""School is one thing that I don't play with. I hate asking favors but when I do, don't play games with me. *shakeshead*""","School is one thing that I don’t take lightly. I hate asking for favors, but when I do, don’t mess around with me. *shakes head*",""" School is one thing that","I don ' t play with . I hate asking favors but when I do , don ' t play games with me . * shakeshead * """,School is one thing that,"I don ’ t take lightly . I hate asking for favors , but when I do , don ’ t mess around with me . * shakes head *"
I think its sad that we can do business together but we cant build a relationship..smh #blood,I think it’s sad that we can do business together but we can’t build a relationship. Shaking my head. #blood,I think its sad that we can do business together but we cant build a relationship .,. smh # blood,I think it ’ s sad that we can do business together but we can ’ t build a relationship .,Shaking my head . # blood
A lot of steady clips no actin no sex bitch I only want the neck bitch,"A lot of consistent videos, no pretending, no sex—I only want oral sex.",A lot of steady clips no,actin no sex bitch I only want the neck bitch,A lot of consistent videos,", no pretending , no sex — I only want oral sex ."
"""Fuck a nigga, my son is the only man in my life. And comes before all.""","Forget about any man; my son is the only man in my life, and he comes before everyone else.",""" Fuck a nigga , my son is the only man in my life . And comes","before all . ""","Forget about any man ; my son is the only man in my life , and he comes",before everyone else .
"""I love my son every second, of everyday more than anything in this world. #MothersLove""",I love my son every second of every day more than anything in this world. #MothersLove,""" I love my","son every second , of everyday more than anything in this world . # MothersLove """,I love my son every second of every day more than,anything in this world . # MothersLove
""" No lol. I need our generation to grow some balls,a soul, and stop flooding my TL with the same sap ish lol. But wassup tho=)""","lol. I need our generation to be more courageous, have some integrity, and stop filling my timeline with the same sentimental stuff lol. But what's up though? =)",""" No lol . I need our generation to grow some balls , a soul , and stop flooding my TL with the same","sap ish lol . But wassup tho = ) """,lol . I need,"our generation to be more courageous , have some integrity , and stop filling my timeline with the same sentimental stuff lol . But what ' s up though ? = )"
""":  ion want one of em cause he to controlling &' da other one ain't never text me, tell him to hml.! K""",""":  I don't want either of them because one is too controlling and the other one never texts me. Tell him to hit me up! K""",""" : ion want one of em cause he to controlling & ' da other one ain ' t never text me , tell him to hml",". ! K """,""" : I don ' t want either of them because one is too controlling and the other one never texts me . Tell him to hit me","up ! K """
- Bitches Not My Equal If I Fuck w/ You It's Only Because You Can Relate To Me & Wadd I Got Going On.,"Women are not my equal. If I associate with you, it's only because you can relate to me and what I have going on.",- Bitches Not My Equal If I Fuck w / You It ' s Only Because You Can Relate To Me & Wadd I,Got Going On .,"Women are not my equal . If I associate with you , it ' s only because you can relate to me and what I",have going on .
- I'll Fuck With You But It's With A Long Handled Spoon Ion Put Nun Pass These Hoes !,"I’ll associate with you, but I keep my distance. I don’t trust these women at all!",- I ' ll Fuck With You But It ' s With A Long Handled Spoon Ion Put,Nun Pass These Hoes !,"I ’ ll associate with you , but I keep my distance . I don ’ t trust these",women at all !
"""- If I Was A Fake Shady Spiteful Bitch , I Could Do/Say Some Shit That'll Make Ya Kill Yaself .""","- If I were a fake, shady, spiteful person, I could do or say something that would make you want to kill yourself.",""" - If I Was A Fake Shady Spiteful Bitch , I Could Do / Say","Some Shit That ' ll Make Ya Kill Yaself . ""","- If I were a fake , shady , spiteful person , I could do or say something that would make",you want to kill yourself .
&' I Done Lost A Few Friends On The Way But They Wasn't Really Widd Me All The Way #FuckEm,"I’ve lost a few friends along the way, but they weren’t really with me all the way. #ForgetThem",& ' I Done Lost A Few Friends On The Way But They Wasn ' t Really Widd Me,All The Way # FuckEm,"I ’ ve lost a few friends along the way , but they weren ’ t really with me all the",way . # ForgetThem
Only Lil girls get mad at u an wanna put yo bby in the middle like she cnt come ovr nomore an shit just cause u an ha not together.,"Only immature women get upset with you and want to put your child in the middle, saying she can’t come over anymore and such, just because you and her are no longer together.",Only Lil girls get mad at u an wanna put yo bby in the middle like she cnt come ovr nomore an shit just cause u,an ha not together .,Only immature women get,"upset with you and want to put your child in the middle , saying she can ’ t come over anymore and such , just because you and her are no longer together ."
hot breath ass dnt let me bust u out lol in the bath room,"Your breath is really hot, don’t make me expose you, lol, in the bathroom.",hot breath ass dnt let me bust u out lol,in the bath room,"Your breath is really hot , don ’ t make me expose you , lol ,",in the bathroom .
""": Im a bit late but Y in the hell they shootin up sky...that's my question!who shooting mone""",""": I'm a bit late, but why in the world are they shooting into the sky... that's my question! Who is shooting, Mone?""",""" : Im a bit late but Y in","the hell they shootin up sky . . . that ' s my question ! who shooting mone """,""" : I ' m a bit","late , but why in the world are they shooting into the sky . . . that ' s my question ! Who is shooting , Mone ? """
Why should I stop being cool with her because you have a problem with her....,Why should I stop being friendly with her just because you have a problem with her?,Why should I stop,being cool with her because you have a problem with her . . . .,Why should I stop,being friendly with her just because you have a problem with her ?
Hol Up Boo FREEZEEE! ! i juhh Askedd a questionnn!  Yeen gotta doo all dat reallyy! ! Cuhh Yhu cann gt it too,"Hold up, boo, freeze! I just asked a question! You don’t have to do all that, really! Because you can get it too.",Hol Up Boo FREEZEEE,! ! i juhh Askedd a questionnn ! Yeen gotta doo all dat reallyy ! ! Cuhh Yhu cann gt it too,"Hold up , boo , freeze ! I just asked a question ! You don ’ t have to do all that , really ! Because you",can get it too .
When was the last time The Texans won the Super Bowl?!?!?! Is it Never??? Ok just wondering,"When was the last time the Texans won the Super Bowl? Was it never? Okay, just wondering.",When was the last time The Texans won the Super Bowl,? ! ? ! ? ! Is it Never ? ? ? Ok just wondering,When was the last time the Texans won the Super Bowl ? Was it never ? Okay,", just wondering ."
"""I Havee ONE Date That I Hold On To Likee NO Other Because With That ONE Person I Still Feel Likee There's Chance, Unfinished Love""","I have one date that I hold on to like no other because with that one person, I still feel like there’s a chance—unfinished love.",""" I Havee ONE","Date That I Hold On To Likee NO Other Because With That ONE Person I Still Feel Likee There ' s Chance , Unfinished Love """,I have one date,"that I hold on to like no other because with that one person , I still feel like there ’ s a chance — unfinished love ."
Stay'dd Up ALL Night Still Not Sleeping And Everybody Else Fell A Sleep On Meh..!! nniG It's Just Me && My Light Switch,"Stayed up all night, still not sleeping, and everyone else fell asleep on me. It's just me and my light switch.",Stay ' dd Up ALL Night Still Not Sleeping And Everybody Else Fell A Sleep On Meh . . ! ! nniG It ' s Just Me &,& My Light Switch,"Stayed up all night , still not sleeping , and everyone else fell asleep on me . It ' s just me and",my light switch .
Me an my gurl gne on half of a pill dnt know why but thats how it is then we take a flight bak to da crib an make love like two college kids,"My girlfriend and I are going to take half of a pill—I don’t know why, but that’s just how it is. Then we’ll take a flight back home and make love like two college students.",Me an my gurl gne on half of a pill dnt know why but thats how it is then we take,a flight bak to da crib an make love like two college kids,"My girlfriend and I are going to take half of a pill — I don ’ t know why , but that ’ s just how it is . Then we ’ ll take a flight back home and make love like",two college students .
Guess im going to da tity bar again tonite long as my strippers love me YEA YEA n my Future voice,"I guess I'm going to the strip club again tonight, as long as my strippers love me. Yeah, yeah—in my Future voice.",Guess im going to da tity bar again tonite long as my strippers love me YEA YEA,n my Future voice,"I guess I ' m going to the strip club again tonight , as long as my strippers love me . Yeah ,",yeah — in my Future voice .
"""Hello,hello who this? Hold on money calling my boy   listening early my motivation! Thank you""","Hello, hello, who is this? Hold on, money is calling. My friend  is listening early—my motivation! Thank you.",""" Hello , hello who this ? Hold on money calling my boy listening early my","motivation ! Thank you ""","Hello , hello , who is this ? Hold on ,",money is calling . My friend is listening early — my motivation ! Thank you .
Didn't want to do it but had to she scared to let it be known!!!!,"I didn’t want to do it, but I had to. She’s scared to let it be known!",Didn ' t want to do it but had to she scared to let it,be known ! ! ! !,"I didn ’ t want to do it , but I had to . She ’ s scared to let",it be known !
by hook or by crook wake me up 7.30 my life is in ur hand,"By any means necessary, wake me up at 7:30. My life is in your hands.",by hook or by crook wake,me up 7 . 30 my life is in ur hand,"By any means necessary , wake me up at 7 : 30 . My life is",in your hands .
It's cool to dream those dreams that made you strong Kept you fresh and on your toes Forever eating the highs and lows nOf today,"It’s good to dream the dreams that made you strong, kept you sharp and alert, always experiencing the ups and downs of today.",It ' s cool,to dream those dreams that made you strong Kept you fresh and on your toes Forever eating the highs and lows nOf today,It ’ s good to,"dream the dreams that made you strong , kept you sharp and alert , always experiencing the ups and downs of today ."
"""Either you getting paid, or you playing to pay. Either you on your grind, or you bullshitting everyday. Simple as that.""","Either you’re getting paid, or you’re working just to pay. Either you’re working hard, or you’re wasting time every day. It’s as simple as that.",""" Either you getting paid , or you playing to pay . Either you on your grind , or you bullshitting everyday .","Simple as that . ""","Either you ’ re getting paid , or you ’ re working just to pay . Either you ’ re working hard , or you ’ re wasting time every day . It ’ s",as simple as that .
I've been grinding hard and hard forever haters probably wonder when I'm gone stop never! most of it been good but I seen some bad weather.,"I have been working hard for a long time; haters probably wonder when I am going to stop—never! Most of it has been good, but I have experienced some tough times.",I ' ve been grinding hard and hard forever haters probably wonder when I ' m gone stop never,! most of it been good but I seen some bad weather .,I have been working hard for a long time ; haters probably wonder when I am going to stop — never ! Most of,"it has been good , but I have experienced some tough times ."
"""You want it all, but it's more than you can see. You dnt know just how precious life can be. You can go blind chasing the light.""","You want everything, but there’s more to it than you realize. You don’t know just how precious life can be. You could lose sight of what matters by chasing after success.",""" You want it","all , but it ' s more than you can see . You dnt know just how precious life can be . You can go blind chasing the light . ""","You want everything , but there ’ s more to it than you realize . You don ’ t know just how precious life can be . You could lose sight of what matters",by chasing after success .
