sae_text,aae_text
""" lol, you have to show me one day soon. I saw a little bit in the DMs before, remember? :)""","lol, you gotta show me one day soon. I seen a lil bit in the DMs before, remember? :)"
"I actually spoke to my brother in the morning, and he got arrested later on.","I was talkin’ to my brother this mornin’, then he got locked up later on."
You’re completely crazy if you don’t mess with us. Hit up my phone.,You straight up wild if you don’t rock wit us. Hit my line.
"""  lol you all are the only ones talking about losing weight""",lol y’all the only ones talkin’ bout losin’ weight
#ItKillsMeWhen I see someone for whom I still have feelings with someone else,#ItKillsMeWhen I see somebody I still got feelings for wit somebody else
#ItKillsMeWhen people want to act tough even though they know they can't do anything.,#ItKillsMeWhen folks wanna act hard even though they know they ain’t gon’ do nothin.
#ItKillsMeWhen people who pretend to be holy are doing everything except the right thing.,#ItKillsMeWhen folks actin’ all holy but be doin’ everything but the right thing.
#NeverAgain will I trust anyone unless they give me other reasons to.,#NeverAgain imma trust anybody unless they give me a reason to.
"""I find it very funny when people think they're better than others.""",I be crackin’ up when folks think they better than somebody else.
And it's a principle of what promiscuous women do. You have to let them go their own way—they're too wild to be controlled.,And that’s just how them fast women be. You gotta let ’em do they own thing—they too wild to be controlled.
"""You’re so mature, yet you’re gossiping about me. Wow, that’s childish.""","You so grown, but you out here talkin’ bout me. Wow, that’s real childish."
"""I'm glad we don't have school tomorrow because I need this extra day after this.""",I’m glad we ain’t got school tomorrow ’cause I need this extra day after all this.
"Never give up on something you really want. It's difficult to wait, but it's even worse to regret it.","Don’t ever give up on somethin’ you really want. Waitin’ ain’t easy, but regret hurt even more."
I refuse to open up. I'm fine with keeping my problems and things to myself.,I ain't tryna open up. I'm good just keepin' my problems and stuff to myself.
Because Ms. Lee is impressing everyone with those amazing sonnets.,'Cause Ms. Lee stay impressin’ everybody with them fire sonnets.
#ToMyFutureKids treat a girl the way you would want your mom to be treated,#ToMyFutureKids treat a girl how you’d want somebody to treat yo mama
#ToMyFutureKids put your kids first; never put a man or woman before them.,#ToMyFutureKids always put yo kids first; don’t ever put no man or woman before them.
#ToMyFutureKids do your own work in school. Be a hard-working person like your mom.,#ToMyFutureKids make sure you do yo own work in school. Be a hard-workin’ person like ya mama.
#ToMyFutureKids I am not against same-sex relationships. But we are not going to have that in my home.,#ToMyFutureKids I ain’t got no problem with same-sex relationships. But we ain’t gon’ have that in my house.
"These young girls are trying to talk to me. If you’re not 18, don’t bother. #FallBack","These lil girls tryna holla at me. If you ain’t 18, don’t even try. #FallBack"
"I'm too eager even though there’s nothing there but funerals, shaking my head.","I’m too pressed even though ain’t nothin’ there but funerals, smh."
"""Why does everyone think my sister and I are twins when we’re not, shaking my head.""","Why everybody always think me and my sister twins when we not, smh."
"This is my Twitter, so I can say whatever I want and I don't care at all who likes it.","This my Twitter, so I’ma say whatever I want and I don’t care who like it."
"He keeps calling me that, but what he really means is TT is very sexy, lol ;)","He steady callin me that, but what he really mean is TT real fine, lol ;)"
I’m going to say what I have to say whether you like it or not.,"I’ma say what I gotta say, whether you like it or not."
"LOL, okay, when I get those food stamps I’ll hit you up. Hope you’re not high, because I’m only giving you $1 off my card. LOL","LOL, aight, when I get them stamps I’ma hit you up. Hope you ain’t high, cuz I’m only givin you a dollar off my card. LOL"
"Lol, I have been gone for a long time. I tried to connect with you when I was in your area, but you were not serious.","Lol, I been gone for a minute. I tried to link up wit you when I was in yo area, but you wasn’t serious."
Waves at everyone on my timeline tonight even though I don’t know everyone.,"*Wavin’ at everybody on my timeline tonight, even if I don’t know all y’all.*"
"hahaha She got me too, but I'm going to keep playing her until I win.","lmao she got me too, but I’ma keep playin her til I win."
"#oomf lied and said he didn’t have a girlfriend, so I really have to cut him off.","#oomf lied talkin’ bout he ain’t got no girlfriend, so I really gotta cut him off."
"These women aren't anything, especially the ones who smile in your face. That's why I don't trust those nagging people.","These women ain’t bout nothin, especially the ones who be smilin’ all up in your face. That’s why I don’t trust them always-naggin’ folks."
"Damn, I forgot today was the 14th. Let me text Mucka, smh.","Damn, I done forgot today was the 14th. Lemme hit up Mucka, smh."
I see a lot of change in one of my followers because back in middle school he was a straight troublemaker.,I see a lotta change in one of my followers cuz back in middle school he used to be a straight-up troublemaker.
I suppose I'll call it a night since I don't have anyone to talk to.,Guess I’ma call it a night since I ain’t got nobody to talk to.
"I would be interested in #oomf, but he used to talk to my cousin, so I can't do it.","I might’ve been interested in #oomf, but he used to mess with my cousin, so I can’t do it."
About to text Battle Ssa and talk trash to him like always.,Boutta text Battle Ssa and talk my mess to him like always.
"But as of right now, I am very single and enjoying it.","But right now, I’m real single and lovin’ it."
Why would you tell someone to get out of their feelings when that person can't help the way they feel?,Why you tellin’ somebody to get out they feelings when they can’t help how they feel?
*WAVES AT EVERYONE ON MY TIMELINE* I don't care if you don't respond! Lol,*WAVIN AT ERRYBODY ON MY TIMELINE* Ion care if y’all don’t respond! Lol
That's an every night routine before I play my slow jams.,That’s what I do every night before I put on my slow jams.
You didn’t know… I have to go… where are you going… I have to get back to making money.,You ain’t know… I gotta go… where you goin’… I gotta get back to makin’ this money.
"There’s no point in pretending, ma—I know you have a man.","Ain’t no point in frontin’, ma—I know you got a man."
"And for that reason right there, I keep my things to myself.",And that’s exactly why I keep my stuff to myself.
I couldn't care less about your feelings or how you felt.,I don't care nothin' 'bout your feelings or how you felt.
HOW DID YOU LOCK THE KEY IN THE CAR? #YOU JERK I’M GETTING WET LOL,HOW YOU LOCK THE KEY IN THE CAR? #YOU WILD I’M OUT HERE GETTIN SOAKED LOL
"I'm just relaxing by myself, but she's constantly on my mind.","I’m just chillin by myself, but she stay on my mind."
"I hate being sober, so why not go to school and mess things up? #TRUU","I hate bein’ sober, so why not go to school and mess stuff up? #TRUU"
"""You did, sis, and I'm going to keep her this time. No more games.""","You sure did, sis, and I’m keepin’ her this time. Ain’t no more games."
She said it’s over :/ *shrugs* #no pressure… I’m not about to cry to you… #that’s done,She said it’s over :/ *shrugs* #no pressure… I ain’t finna cry to you… #that’s done
"""Live life to the fullest... man, you never know when you're going to go... and I can say that's what Cody did.""","Live life to the fullest... fr, you never know when you gon’ go... and I can say that’s what Cody did."
Caring too much stresses you out; not caring puts you at ease. Forget it!,"Caring too much gon’ stress you out; not caring make it easy. Man, just let it go!"
"Sitting in second period, it is so boring... I hope my day gets better!","Sittin’ in second period, this so boring... Hope my day get better!"
"Django is the best movie of the year—it's funny, has action, and features good acting.","Django the best movie this year—it funny, got action, and the acting on point."
"Man, people in my city are drinking methadone and calling it promethazine and codeine. These clowns in Baltimore will do anything—real dope fiends.","Man, folks in my city out here sippin methadone talkin’ ’bout it’s promethazine and codeine. These Baltimore fools’ll do anything—straight up real dope fiends."
"These two clowns want to be tweeting at each other  , you all are crazy.","These two fools stay tweetin’ at each other  , y’all wild."
My baby just left me. I hope she comes to school tomorrow.,My baby just left me. I hope she come to school tomorrow.
I just want to put my head down and go to sleep.,I just wanna lay my head down and go to sleep.
At least I had a good time with my girlfriend today.,At least I had a good time wit my girl today.
"""I have my own style; I have never been envious of anyone else's.""",I got my own style; I ain’t never been jealous of nobody else’s.
"""One day, I’m going to have an all-white Jaguar and a nice house of my own.""","One day, I’ma have me a all-white Jaguar and a nice house of my own."
""", since you don’t usually reply, I can just text you now though.""",", since you don’t ever be replyin, I’ma just text you now then."
"Watching Super Nanny with a Black family, and this is unbelievable!","Watchin’ Super Nanny wit a Black family, an’ this wild!"
"""  Alex is always pretending, and now Jayden is watching it on YouTube. Shaking my head.""","Alex stay fakin, and now Jayden watchin it on YouTube. Smh."
"Last year around this time, I was praying for confirmation and didn’t listen. It wasn’t until I was about to give up that I was hit with it, lol.","Last year ‘round this time, I was prayin’ for a sign and ain’t even listen. Wasn’t ‘til I was ‘bout to give up that it finally hit me, lol."
"With your almond-like self... I’m going to call you Almond Joy... you’re a small piece of leather, but you’re so put together. Laughing, this is my favorite episode.","With yo almond-lookin’ self… I’ma start callin’ you Almond Joy… you a lil piece of leather, but you stay put together. I’m weak, this my favorite episode."
lol but you love me just the way I am... just the way I ammmmmmmmm (Bruno Mars voice),lol but you know you love me just how I am... just how I ammmmmmmmm (Bruno Mars voice)
"I just started watching it again and Tom Cruise’s teeth are really crooked in this movie, lol, but it’s a great movie.","I just started watchin it again and Tom Cruise teeth real crooked in this movie, lol, but it’s still a good movie."
"I’ll see. I like Make Up For Ever, but I’m not about to buy two shades and mix them. That Dream Matte Mousse was perfect, lol.","Ima see. I like Make Up For Ever, but I ain’t bout to buy two shades and mix ’em. That Dream Matte Mousse was perfect, lol."
"“ Yeah, as if she’s going to admit it! Get your head out of the clouds, child… Can you explain the failure in her stomach?”","“ Yeah, like she really gon’ admit it! Girl, get yo head out the clouds… Can you break down why her stomach actin’ up?”"
"Sometimes I just need to unwind… if you know what I mean. If you catch my drift… if you put water in my cup, if you ride in my car, if you…","Sometimes I just gotta chill… you feel me? You know what I’m sayin… if you pour up wit me, if you ridin’ in my whip, if you…"
Goodness gracious... school starts next week... I was enjoying not being around estrogen...,Lawd have mercy... school startin’ next week... I was enjoyin’ not bein’ ‘round all that estrogen...
"Sometimes when I say it’s fine, I actually mean go fuck yourself.","Sometimes when I say it’s fine, I really mean go fuck yo’self."
"Make vanilla pudding, put it in a mayonnaise jar, and eat it in public.","Make some vanilla puddin’, put it in a mayo jar, an’ eat it out in public."
"OMG, I just came out of the movies with my family. We saw The Haunted House. It was such a funny movie.","Lawd, I just came out the movies wit my family. We saw The Haunted House. That movie was so funny."
"About to go to sleep... Good night, Twitter friends. Don’t forget to say your prayers.","Boutta go to sleep... Good night, Twitter fam. Don’t forget to say ya prayers."
"I want to see men differently, but I can't. I want to trust these women, but I don't.","I wanna see men different, but I can't. I wanna trust these women, but I don't."
""" lol you’re going to be up staying awake alone because I’m about to fall asleep in just a little bit, friend.""","lol you gon’ be up by yo’self ‘cause I’m ’bout to knock out in a minute, friend."
"""They said I’ll never make it to the top because I come from the bottom. I’m from a neighborhood where people don’t succeed.""",They said I ain’t never gon’ make it to the top ‘cause I come from the bottom. I’m from a hood where folks don’t make it.
"If  had to go to Baltimore on Thursday and he surprised me at cheerleading practice, I would go crazy LOL. IF IT ACTUALLY HAPPENED.","If  had to go to Baltimore on Thursday and he popped up on me at cheer practice, I’d lose my mind fr lol. IF THAT REALLY HAPPENED."
I have another cheerleading game today. Wish me luck! I'll send you a picture later. xoxo,I got another cheerleading game today. Wish me luck! Ima send you a pic later. xoxo
""" awwwwwww I love you too. I’m going to love you even more tomorrow. Be looking for me.""",awwwwwww love you too. I’ma love you even more tomorrow. Be lookin’ for me.
"Oh my gosh, I forgot ’ orange glasses at the house. Oh my gosh, I can’t turn around now—I’m on the other side of town, on my way down to the harbor.","Lawd, I done left ’ orange glasses at the house. Lawd, I can’t turn ‘round now—I’m way on the other side of town, headin’ down to the harbor."
"In homeroom, about to go to a basketball game at 5. School doesn’t get out until 3:25.","In homeroom, ’bout to head to this basketball game at 5. School don’t let out til 3:25."
"About to smoke; damn, I love that girl Kesha :-) Little Rock","’Bout to smoke; damn, I love that girl Kesha :-) Little Rock"
"Dude, if you’re too stupid to not know the difference between a hoe and a housewife, punch yourself in the face. #I’mJustSaying","Bruh, if you too dumb to know the difference between a hoe and a wife, go head and slap yo’self. #ImJustSayin"
To all the deadbeat dads who don't spend enough time with their kids... punch yourself in the face... it's not all about the money...,To all them deadbeat dads who don’t spend no time wit they kids… go head and punch yo’self in the face… it ain’t all about the money…
"I'm so confused. I want to ask you if you love me, but I don't want to seem so weak. <3","I’m so confused. Wanna ask you if you love me, but I don’t wanna seem weak. <3"
I know. He called me today probably to see why I didn't come to school. But I just needed a laugh. Lol,I know. He hit me up today prolly tryna see why I ain't come to school. But I just needed a laugh. Lol
There isn’t much I care about anymore. I’m done caring.,Ain’t much I care about no more. I’m done carin’.
I have to get up and go to the store. I just don't feel like it :-/.,I gotta get up and go to the store. I just ain't feelin' it :-/.
This guy is getting on my nerves. Like I'm supposed to be obsessed with him... Get out of here. Not Eboni B.!,"This dude workin’ my nerves. Like I’m s’posed to be pressed over him… Boy, bye. Not Eboni B.!"
"LOL, I find some things hilarious. And this guy definitely is one of them. LOL. Ahh, I'm relaxed. ^_^","LMAO, some stuff just be crackin’ me up. And this dude? He one of ‘em for real. LMAO. Ahh, I’m chillin. ^_^"
My Chinese food was amazing :D. Lol. >>>amazing.<<< I haven't used that word since middle school. =P.,"Man, my Chinese food was fire 😄. Lol. >>>fire.<<< I ain’t used that word since middle school. =P."
I wish I could stay with my love tonight... :'( . I'm going to ask.,Wish I could stay wit my boo tonight... :'( . Ima ask.
"It feels good to get out early every day and just relax, but at the same time I get really bored at home, like duh.","It feel good gettin’ out early every day an’ just chillin’, but at the same time I be gettin’ real bored at the crib, like duh."
""" Lol, I haven’t seen you since the weather was warm.""",""" Lol, I ain’t seen you since it was warm outside."""
"Playing online with the 49ers in #Madden13, kingjoe01 defeated the Eagles 45-20 on All-Pro in Head to Head.","Playin online wit the 49ers in #Madden13, kingjoe01 beat the Eagles 45-20 on All-Pro, head to head."
"Playing online as the 49ers in #Madden13, kingjoe01 defeated the Packers 42-17 on All-Pro in Head to Head.","Playin online as the 49ers in #Madden13, kingjoe01 beat the Packers 42-17 on All-Pro, head to head."
"Playing online as the 49ers in #Madden13, kingjoe01 defeated the Ravens 35-10 on All-Pro in Head to Head.","Playin online as the 49ers in #Madden13, kingjoe01 beat the Ravens 35-10 on All-Pro, head to head."
"Playing online as the 49ers in #Madden13, kingjoe01 defeated the Seahawks 28-17 on All-Pro in Head to Head.","Playin online as the 49ers in #Madden13, kingjoe01 beat the Seahawks 28-17 on All-Pro, head to head."
"I don’t want him, but since he’s getting all this attention, yeah girl, I’m interested, lol.","I don’t even want him, but since everybody all on him now, yeah girl, I’m interested, lol."
One of my followers should feel very special... I haven’t been texting anyone back except him... Hmph!,One of my followers should feel real special... I ain’t been textin’ nobody back but him... Hmph!
""" Man, I'm about to get . I just thought about that! Lmao""",""" Mane, I’m finna get . I just thought bout that! Lmao"""
""" Girl, you’re the one surrounded by thousands of Mexicans! lol""",""" Girl, you the one out here surrounded by thousands of Mexicans! lol"""
What would you do for your friend? Would you die for your friend?,What you gon’ do for your friend? You’d die for your friend?
And this is for those fake women who talk badly about you behind your back but won’t say anything in public!,An’ this for them fake females who be talkin’ mess behind yo back but won’t say nothin’ in public!
"""I love attractive women, that's my problem, and yes, I like to have sex. I have a problem.""","I love fine women, that’s my problem, and yeah, I like havin’ sex. I got a problem."
"Honestly, only he and I need to know.","Honestly, only me and him need to know."
"I wish  still worked at Wendy's, because I'm really hungry right now.","I wish  still worked at Wendy's, cuz I'm real hungry right now."
"I shared a meal with you, man. I showed you where I live. You're talking, but you don't understand what being real is.","I broke bread wit you, man. I let you see where I stay. You talkin’, but you don’t even know what bein’ real is."
I have become so fed up and disgusted with women who can't talk a good game.,I’m so tired and disgusted with women who can’t talk a good game.
I don't have time to deal with people and the nonsense they bring.,I ain't got time to deal with folks and the mess they bringin'.
"I am really looking forward to Pretty Little Liars returning. Next Tuesday, I will be watching!",I can’t wait for Pretty Little Liars to come back. I’ma be watchin’ next Tuesday!
Boom is really crazy; she’s much more bipolar than I am.,Boom real wild; she way more bipolar than me.
"""It's boring as hell, but then again, it is almost 3 in the morning... lol""","It boring as hell, but then again, it damn near 3 in the mornin... lol"
"I can clearly see the sunshine, but I keep walking through the rain.","I can see the sun shining clear, but I’m still out here walkin’ in the rain."
"Once you’ve had the best man, you can’t do any better! Baby, I’m the best, so you can’t do better.","Once you done had the best man, you ain’t gon’ find nobody better! Baby, I’m the best, so you ain’t doin’ no better."
"My waist is slim, and my butt is even bigger than yours! Sorry for being conceited—that’s just my attitude!","My waist stay snatched, and my booty even bigger than yours! Sorry if I’m actin’ conceited—that’s just how I am!"
"I love bad boys. That’s my problem, and yes, I like to have sex. I have a problem!","I love me some bad boys. That’s my problem, and yeah, I like havin’ sex. I got a problem!"
"I’m prepared for the worst, but still praying for the best.","I’m ready for the worst, but still prayin’ for the best."
I don’t associate with too many people. Too many friends cause too many problems!,I don’t really mess with too many people. Too many friends just bring too many problems!
Lol... I'm trying to figure out who you're talking about.,Lol... I'm tryna figure out who you talkin' bout.
“ Lol... You said he wants to go to Yummi with us?”,“ Lol... You said he wanna go to Yummi wit us?”
I might go to the game tomorrow... *shrugs* I don't know yet though.,I might go to the game tomorrow... *shrugs* Ion know yet tho.
"Just because he said he's going to support you doesn't mean he loves you, man.","Just ’cause he say he gon’ support you don’t mean he love you, man."
You know the Class of 2013 must be something special! They have us graduating on a Thursday. Every other class graduated on a Friday! lol,You know the Class of 2013 gotta be somethin’ special! They got us graduatin’ on a Thursday. Everybody else graduated on a Friday! lol
""" I was about to retweet one of your tweets, but they're private! I honestly got a little mad! lol""","I was finna retweet one of yo tweets, but they private! I lowkey got a lil mad! lol"
"Lol... You’re so crazy! I’m just listening to music, relaxing!","Lol... You so crazy! I’m just chillin, listenin to some music!"
"I have a vocabulary test in the morning, and I haven’t even looked at any vocabulary words. Shaking my head.","I got a vocab test in the mornin’, and I ain’t even looked at none of them words. Smh."
""" I don't know what you're talking about.. I study 5 minutes before!""",""" Ion even know what you talkin bout.. I be studyin like 5 minutes before!"""
I really shouldn't have taken that nap... (Sighs)... Oh well!,I really ain't have no business takin' that nap... (sighs)... Oh well!
"Don't misunderstand me, I'm living life with no regrets.","Don’t get it twisted, I’m livin’ life with no regrets."
I'm considering going to the All-Star game with my best friend.,I’m thinkin’ ’bout goin’ to the All-Star game wit my best friend.
"""You don't want to mess with me anymore? Then cool, that's fine!""","Oh, you don’t wanna mess with me no more? Aight then, that’s cool!"
I say whatever comes to my mind. I don’t bite my tongue for anybody!,I say whatever come to my mind. I don’t bite my tongue for nobody!
""" What? Nicole isn't home... Nicole is at her aunt's house? What? Usually, Nicole is at home! lol""",What? Nicole ain’t home... She at her auntie house? What? Nicole usually be at home! lol
I want to stay in the condo I stayed in last year in Panama City ... Laketown Wharf! >>>>,I wanna stay in that same condo I was at last year in Panama City... Laketown Wharf! >>>>
You don’t like me? Oh! That sounds like your own problem.,"You don’t like me? Oh, that sound like a you problem."
Shout out to those women who talk badly about you behind your back but won’t say anything in public!,Shoutout to them women who be talkin’ mess behind your back but ain’t never got nothin’ to say in public!
me too! I'm going to sleep in my 2nd and 4th period.,me too! I’ma be sleep in 2nd and 4th period.
""" I missed you too. I’m honestly a bit upset because I still haven’t come over to do the application, haha.""","I missed you too. Fr tho, I’m kinda mad cuz I still ain’t come thru to do the application, lol."
I love my sister ; she’s been there since day one!,I love my sis ; she been there since day one!
"If it doesn’t have anything to do with me, then I don’t care.","If it ain’t got nothin’ to do with me, I don’t care."
""" Okay. Thanks, I was just too lazy to get up. lol""","Aight. Thanks, I was just too lazy to get up. lol"
"My mom is trying to kick me out of the house... Relax, girl! lol","My mama tryna put me out the house... Chill, girl! lol"
I met up with one of my old friends. It’s been far too long.,I linked up with one of my old friends. It been way too long.
"I don't associate with any snitches, so don't tell me who's informing.","I don’t mess with no snitches, so don’t be tellin’ me who out here informing."
You can't judge; she’ll do anything to get that money.,You can't judge; she gon' do whatever to get that money.
"""It's better to build a friendship before you just jump into a relationship.""",It’s better to be friends first before you just jump in a relationship.
"Bad boys are not good, and good boys are not fun. #StoryofMyLife","Bad boys ain’t no good, and good boys ain’t no fun. #StoryofMyLife"
It seems like I’m more attracted to bad guys than to good guys.,Seem like I’m more into bad dudes than good ones.
"I don't feel the same way about you as I used to. Boy, it's not you, it's me... I need to figure out what I want.","I don't feel the same 'bout you like I used to. Boy, it ain't you, it's me... I just gotta figure out what I want."
I used to worry about the things I had heard about myself. Now I laugh at them—I might even throw some cash at them!,I used to stress ’bout what folks was sayin’ ’bout me. Now I just laugh—might even throw some money at it!
#ConfessionNight I'm afraid of facing the real world in a few months.,#ConfessionNight I’m scared to face the real world in a few months.
"Whenever I finally get myself out of bed, lol.","Whenever I finally drag myself up out the bed, lol."
"If you betray me, I'll do it to you twice as badly.","If you cross me, I’ma do you twice as dirty."
"lol. Yeah, I don’t know whose they were. I thought they belonged to Danni and that she put them in there.","lol. Yeah, I’on even know whose they was. I thought they was Danni’s and she the one who put ’em in there."
I just know one thing for sure: I’m not putting up with anyone else’s bullshit!,I just know one thing fa sho: I ain’t puttin’ up wit nobody else’s bullshit!
"I dislike when cowardly people ask obvious questions... If you just saw my boyfriend, why didn’t you ask him if we’re still together?! -_-","I can’t stand when scary folks ask obvious questions... Like, if you just saw my man, why you ain’t ask him if we still together?! -_-"
"Good night with my King... but an even better weekend with him! :) ~Established May 5, 2011~","Good night wit my King... but an even better weekend wit him! :) ~Established May 5, 2011~"
My first twerk of 2013 was from a white woman in a convenience store in Atlanta... Tessa!,My first twerk of 2013 was from a white girl in the corner store in Atlanta... Tessa!
I need a woman I can wake up to Robin Thicke music with.,I need me a woman I can wake up to some Robin Thicke music with.
I could sleep with all the beautiful women in the world and still want you. #nolie,I could lay up with all the fine women in the world and still want you. #nolie
"Dear Mr. Bill Cosby, you can criticize Black youth as much as you want, but it won't change anything. You're only making a fool of yourself. Mr. Pudding Pop Man.","Look here, Mr. Bill Cosby, you can talk down on Black kids all you want, but that ain’t gon’ change nothin’. You just makin’ yourself look silly. Ol’ Puddin’ Pop Man."
"Joe Budden has a mental problem, Consequence has large teeth and a messed up hairline, Tahiry has a big butt, and Olivia is really talented!","Joe Budden got some mental issues, Consequence got some big teeth and his hairline all messed up, Tahiry got a big ol’ butt, and Olivia real talented!"
"Ray Lewis is the Ravens’ inner soul. Once he’s gone, they’re finished.","Ray Lewis the heart n soul of the Ravens. Soon as he gone, it’s a wrap for them."
Someone said that Capital Steez was a sacrifice for Joey Badass’s rising fame.,Somebody said Capital Steez was a sacrifice so Joey Badass could blow up.
Your strongest enemies are the ones who know your weak spot.,Yo realest enemies be the ones who know where you weak at.
"Harlem suffered a major loss last night. We’re in Harlem Retreat, and it messed up the whole neighborhood.","Harlem took a big loss last night. We up in Harlem Retreat, and it messed up the whole neighborhood."
"I’m messed up, I’m at a loss for words, that’s why I’m tweeting so much. I don’t know what to say. I keep writing on your wall, bro. This isn’t fucking real.","I’m all messed up, I ain’t even got the words, that’s why I keep tweetin’ like this. I don’t even know what to say. I keep postin’ on your wall, bro. This shit can’t be real."
"If you have something you want to say, it looks like you’re subtweeting. What’s going on? Because you just came around, so you can fall back instead of trying to act defensive.","If you got somethin’ to say, it look like you subtweetin’. What’s up? Cuz you just popped up, so you can fall back instead of actin’ all defensive."
I'm focusing on turning my life around and getting myself out of these streets.,I’m tryna get my life together and get up out these streets.
"Today has been a good day for me, and I plan on keeping it that way. :) ...I'm at Oakbrook Mall with my mom.","Today been a good day for me, and I’ma keep it that way. :) …I’m at Oakbrook Mall wit my mama."
"I still love her, though. We might not be seeing eye to eye right now, or probably never again, but the love is still there.","I still love her, tho. We might not be seein’ eye to eye right now, or maybe never again, but the love still there."
"The day was great. I went to my church, then to New Mt. Vernon, came home and my mom cooked, talked to my baby, then  made it even better.","The day was real good. I went to my church, then slid by New Mt. Vernon, came home and my mama cooked, chopped it up with my baby, then  came through and made it even better."
"Rest in peace, Freddy E! You will be missed by many, but never forgotten. You’re in a much better place, my friend!","Rest easy, Freddy E! You gon’ be missed by a lotta folks, but we ain’t never gon’ forget you. You in a way better place now, fam!"
Each day you are given is an opportunity to become a better person.,Every day you get is a chance to be a better person.
"Then the weather got bad, but I’m glad my significant other was driving.","Then the weather got bad, but I’m glad my boo was the one drivin’."
I really don't feel like getting on this road in this nasty weather!...,I really don’t even feel like gettin’ out here on this road in this nasty weather!...
"After my mom comes back from seeing my brother, she is going to come get me and take me to the movies.","After my mama get back from seein’ my brother, she gon’ come get me and take me to the movies."
""" Oh, nothing, boo. I'm just allergic to this lying nonsense ! He used to be my stepbrother! All because of his lies!""","Ain’t nothin’, boo. I’m just allergic to all this lyin’ mess ! He used to be my stepbrother! All cuz of his lies!"
""" Nothing, I'm just still upset at him—my stepbrother, I mean. Shaking my head.""","Nothin, I’m just still mad at him—my stepbrother, I mean. Smh."
I never betrayed or abandoned my friend; loyalty is everything.,I ain’t never betrayed or left my friend; loyalty mean everything.
"Really... okay, I have three fingers in my mouth now—take those three out of your vagina.","For real... aight, I got three fingers in my mouth now—go head and take them three out yo’ coochie."
He’s a hoe and you’re a hoe. You both deserve each other!,He a hoe and you a hoe. Y’all deserve each other!
"Haha, she was wrong for that. My reminder went off for that yesterday! I really didn’t like her either!","Lol, she was dead wrong for that. My reminder done went off for that yesterday! I ain’t like her either!"
"This little guy just said, ""I'm so disappointed, Mommy,"" with his hands on his head and everything. Lol.","This lil dude just said, ""I'm so disappointed, Mama,"" hands on his head and all. Lol."
"My child isn't feeling well, so that means no rest for me. Please pray that she feels better soon.","My baby not feelin’ good, so that mean I ain’t gettin’ no rest. Y’all pray she get better soon."
""" I don't do that anymore; I have to get a job.""",I don't do that no more; I gotta get a job.
""""""", the other day you and your sister were at the laundromat.""""""","“, the other day you and ya sister was at the laundromat.”"
"I wish we could be that kind of happy couple, but every time we talk, an argument finds its way in.","I wish we could be that kinda happy couple, but every time we talk, an argument always find its way in."
All relationships go through tough times. (Real relationships get through tough times.),All relationships go through hard times. (Real ones make it through.)
"Ugh, there’s nothing to do in this class and they’re sitting here arguing over a drawing. Like, what the heck—get a life.","Ugh, ain’t nothin’ to do in this class and they sittin’ here goin’ back and forth over a drawing. Like, for real—y’all need to get a life."
I just wanted to know if we had any issues. Do you understand what I mean?,I just wanted to know if we got any problems. You feel me?
""" Oh lol...I didn’t even know who this was. But I’ll probably come this weekend or next week.""",lol...I ain’t even know who this was. But I’ma probably come thru this weekend or next week.
"“Man, this is #Chatt, man. Trust me, anything you say about someone is going to get back to them.”","Man, this #Chatt, fr. Ion care what you say, it’s gon’ get back to ’em, trust."
""" What is your online name on PSN so I can beat you, lol.""",""" What yo name on PSN so I can beat you, lol."""
I think I might go ahead and call it a night...,I think I’ma go ‘head and call it a night...
"Don't make me tweet that person's name, but I'm sure you have a pretty good idea....","Don’t make me say they name on here, but I know you already got a good idea...."
Let's just say she's the type of woman who uses Photoshop... and is unattractive in person... lol,"Lemme just say, she one o’ them women who stay usin’ Photoshop… and she don’t even look good in real life… lol"
I went to bed not giving a fuck...woke up still not giving a fuck.,I went to sleep not givin’ a fuck...woke up still ain’t givin’ a fuck.
Convinced my manager to let me off for the funerals. #thankGod,Got my manager to let me off for the funerals. #thankGod
I’m just going to listen to my aunt on this one. I guess she knows what she’s talking about.,I’ma just listen to my aunt on this one. Guess she know what she talkin’ bout.
"I hope I feel better by the end of the day, ugh.","Hope I feel better by the end of the day, ugh."
"2012 was a messed up year; hopefully, 2013 will be a lot better!","2012 was a messed up year; hopefully, 2013 gon’ be way better!"
“ did you see what I tweeted to you? Call me now.”,“ you seen what I tweeted you? Hit me up now.”
""" Wait, so where are you? And yeah, why don’t you? It’s right downtown.""",""" Hold up, so where you at? And yeah, why you don’t? It’s right downtown."""
I know it isn’t that much to wash now. Lol. Hehe,I know it ain’t that much to wash now. Lol. Hehe
"Trying to make it difficult and skillfully analyze people in class. Lol. Yes, I appreciate the analysis!","Tryna make it hard and break folks down in class. Lol. Yeah, I appreciate the analysis!"
""" because that would be weird if I did that haha, I'm not that adventurous.""",""" cuz that’d be mad weird if I did that lol, I ain’t that adventurous."""
Have a glass of water for your thirsty self. #HitTheExit #ThirstBuster,"Go head and get you some water, stayin’ all thirsty. #HitTheExit #ThirstBuster"
I will always represent California! Some people aren't worth anything—just like tissue. They're soft...,I’ma always rep California! Some folks ain’t worth nothin’—just like tissue. They soft…
""" Damn, bro, tell Maya to stop that cheating stuff lol""",""" Damn, bruh, tell Maya she gotta quit all that cheatin’ lol"""
I love talking to my girlfriend when the mood is like this! :D,I love choppin’ it up wit’ my girl when the vibe like this! :D
